# mission day, lat, long, alt, (pressure?), horizon alts (deg), azimuth (deg)
0.678, -79.5788, 146.292, 36.3422, 4.212, 14.09198, 151.84469
0.679, -79.5794, 146.287, 36.3425, 4.212, 14.10279, 151.73048
0.679, -79.5796, 146.285, 36.3426, 4.212, 14.10552, 151.70212
0.679, -79.5809, 146.273, 36.3429, 4.208, 14.12914, 151.45382
0.680, -79.5824, 146.258, 36.3373, 4.208, 14.15704, 151.16281
0.680, -79.5826, 146.256, 36.3378, 4.205, 14.16019, 151.13037
0.681, -79.5830, 146.252, 36.3392, 4.205, 14.16800, 151.04918
0.681, -79.5835, 146.246, 36.3435, 4.210, 14.17873, 150.93760
0.681, -79.5838, 146.242, 36.3477, 4.205, 14.18565, 150.86560
0.681, -79.5840, 146.240, 36.3499, 4.205, 14.18937, 150.82738
0.682, -79.5845, 146.233, 36.3575, 4.210, 14.20027, 150.71471
0.682, -79.5850, 146.227, 36.3658, 4.210, 14.21117, 150.60245
0.682, -79.5850, 146.227, 36.3661, 4.205, 14.21145, 150.59939
0.683, -79.5858, 146.217, 36.3748, 4.208, 14.22946, 150.41444
0.683, -79.5865, 146.209, 36.3808, 4.205, 14.24410, 150.26531
0.684, -79.5871, 146.203, 36.3854, 4.203, 14.25552, 150.14997
0.684, -79.5877, 146.197, 36.3863, 4.200, 14.26678, 150.03668
0.684, -79.5883, 146.191, 36.3855, 4.205, 14.27752, 149.92914
0.684, -79.5885, 146.189, 36.3852, 4.203, 14.28160, 149.88820
0.685, -79.5889, 146.185, 36.3847, 4.205, 14.28859, 149.81855
0.685, -79.5895, 146.178, 36.3839, 4.208, 14.30009, 149.70380
0.686, -79.5906, 146.163, 36.3856, 4.215, 14.32638, 149.44060
0.686, -79.5908, 146.158, 36.3869, 4.225, 14.33359, 149.36785
0.686, -79.5911, 146.151, 36.3888, 4.225, 14.34442, 149.25891
0.687, -79.5912, 146.146, 36.3894, 4.227, 14.35228, 149.17902
0.687, -79.5912, 146.143, 36.3896, 4.225, 14.35641, 149.13666
0.687, -79.5913, 146.136, 36.3902, 4.222, 14.36683, 149.03081
0.687, -79.5913, 146.128, 36.3907, 4.215, 14.37718, 148.92523
0.687, -79.5913, 146.128, 36.3907, 4.230, 14.37785, 148.91842
0.688, -79.5913, 146.120, 36.3911, 4.203, 14.38880, 148.80706
0.688, -79.5913, 146.115, 36.3885, 4.203, 14.39601, 148.73398
0.688, -79.5913, 146.105, 36.3834, 4.183, 14.40986, 148.59393
0.689, -79.5913, 146.098, 36.3794, 4.178, 14.42077, 148.48400
0.689, -79.5913, 146.097, 36.3790, 4.183, 14.42182, 148.47340
0.689, -79.5913, 146.083, 36.3638, 4.183, 14.44257, 148.26542
0.690, -79.5914, 146.080, 36.3586, 4.181, 14.44802, 148.21183
0.690, -79.5914, 146.076, 36.3528, 4.190, 14.45428, 148.14934
0.690, -79.5915, 146.068, 36.3429, 4.198, 14.46624, 148.03117
0.690, -79.5915, 146.068, 36.3425, 4.195, 14.46676, 148.02607
0.690, -79.5917, 146.061, 36.3408, 4.210, 14.47781, 147.91814
0.691, -79.5918, 146.051, 36.3582, 4.215, 14.49341, 147.76480
0.691, -79.5918, 146.047, 36.3648, 4.220, 14.49934, 147.70639
0.691, -79.5919, 146.040, 36.3776, 4.220, 14.51092, 147.59337
0.692, -79.5920, 146.033, 36.3922, 4.215, 14.52283, 147.47764
0.692, -79.5919, 146.026, 36.4091, 4.210, 14.53339, 147.37382
0.693, -79.5918, 146.018, 36.4231, 4.195, 14.54578, 147.25258
0.694, -79.5912, 145.992, 36.3872, 4.208, 14.59402, 146.78240
0.694, -79.5912, 145.988, 36.3749, 4.222, 14.60299, 146.69645
0.694, -79.5912, 145.987, 36.3737, 4.212, 14.60381, 146.68856
0.695, -79.5911, 145.982, 36.3633, 4.237, 14.61416, 146.58896
0.695, -79.5910, 145.974, 36.3588, 4.249, 14.62591, 146.47622
0.695, -79.5910, 145.971, 36.3568, 4.242, 14.63116, 146.42637
0.695, -79.5909, 145.966, 36.3586, 4.254, 14.63828, 146.35803
0.696, -79.5907, 145.960, 36.3661, 4.254, 14.64907, 146.25428
0.696, -79.5906, 145.955, 36.3726, 4.254, 14.65856, 146.16385
0.696, -79.5905, 145.954, 36.3750, 4.249, 14.66198, 146.13082
0.696, -79.5903, 145.947, 36.3831, 4.237, 14.67354, 146.02054
0.697, -79.5903, 145.945, 36.3863, 4.237, 14.67840, 145.97483
0.697, -79.5901, 145.941, 36.3911, 4.220, 14.68519, 145.90964
0.697, -79.5896, 145.927, 36.3975, 4.195, 14.70565, 145.71457
0.697, -79.5895, 145.925, 36.3934, 4.188, 14.70723, 145.69914
0.698, -79.5891, 145.918, 36.3774, 4.183, 14.71904, 145.58615
0.698, -79.5886, 145.910, 36.3567, 4.183, 14.73045, 145.47651
0.698, -79.5885, 145.908, 36.3512, 4.183, 14.73270, 145.45496
0.698, -79.5880, 145.900, 36.3273, 4.193, 14.74253, 145.36028
0.699, -79.5875, 145.892, 36.3073, 4.205, 14.75350, 145.25538
0.699, -79.5872, 145.887, 36.2981, 4.198, 14.75964, 145.19658
0.699, -79.5869, 145.882, 36.2895, 4.215, 14.76535, 145.14186
0.699, -79.5864, 145.873, 36.2883, 4.222, 14.77709, 145.03043
0.700, -79.5863, 145.872, 36.2895, 4.222, 14.77876, 145.01440
0.700, -79.5859, 145.863, 36.2965, 4.222, 14.78906, 144.91723
0.700, -79.5852, 145.850, 36.3334, 4.217, 14.80605, 144.75725
0.701, -79.5845, 145.837, 36.3724, 4.190, 14.82217, 144.60577
0.701, -79.5840, 145.829, 36.3993, 4.190, 14.83350, 144.49951
0.701, -79.5840, 145.828, 36.4016, 4.176, 14.83445, 144.49093
0.702, -79.5835, 145.818, 36.4098, 4.166, 14.84693, 144.37467
0.702, -79.5832, 145.813, 36.4126, 4.166, 14.85315, 144.31654
0.702, -79.5830, 145.809, 36.4149, 4.161, 14.85809, 144.27071
0.702, -79.5824, 145.799, 36.4020, 4.164, 14.86995, 144.15989
0.703, -79.5819, 145.789, 36.3871, 4.166, 14.88250, 144.04395
0.704, -79.5804, 145.753, 36.3552, 4.173, 14.92953, 143.61508
0.704, -79.5802, 145.744, 36.3750, 4.168, 14.94195, 143.50393
0.705, -79.5800, 145.736, 36.3963, 4.166, 14.95417, 143.39488
0.705, -79.5799, 145.733, 36.4057, 4.173, 14.95848, 143.35625
0.705, -79.5798, 145.727, 36.4233, 4.159, 14.96665, 143.28372
0.705, -79.5797, 145.719, 36.4408, 4.161, 14.97936, 143.17158
0.705, -79.5797, 145.718, 36.4409, 4.161, 14.98003, 143.16574
0.706, -79.5797, 145.711, 36.4417, 4.164, 14.99214, 143.05979
0.706, -79.5797, 145.702, 36.4428, 4.168, 15.00688, 142.93123
0.707, -79.5797, 145.688, 36.4444, 4.188, 15.03029, 142.72783
0.707, -79.5796, 145.684, 36.4449, 4.186, 15.03684, 142.67041
0.707, -79.5796, 145.681, 36.4452, 4.188, 15.04225, 142.62358
0.707, -79.5797, 145.673, 36.4454, 4.188, 15.05559, 142.50903
0.708, -79.5798, 145.668, 36.4450, 4.195, 15.06712, 142.41035
0.708, -79.5798, 145.667, 36.4449, 4.181, 15.06891, 142.39496
0.708, -79.5798, 145.661, 36.4502, 4.173, 15.08182, 142.28397
0.709, -79.5799, 145.655, 36.4593, 4.168, 15.09557, 142.16684
0.709, -79.5799, 145.654, 36.4608, 4.178, 15.09776, 142.14805
0.709, -79.5800, 145.641, 36.4670, 4.164, 15.11743, 141.98073
0.710, -79.5802, 145.626, 36.4391, 4.188, 15.16103, 141.61184
0.710, -79.5802, 145.623, 36.4322, 4.183, 15.16942, 141.54086
0.711, -79.5803, 145.621, 36.4286, 4.195, 15.17436, 141.49987
0.711, -79.5803, 145.615, 36.4181, 4.203, 15.18863, 141.37967
0.711, -79.5804, 145.611, 36.4208, 4.203, 15.20121, 141.27457
0.711, -79.5804, 145.610, 36.4212, 4.193, 15.20203, 141.26768
0.712, -79.5805, 145.605, 36.4268, 4.190, 15.21550, 141.15537
0.712, -79.5805, 145.599, 36.4298, 4.183, 15.22906, 141.04196
0.712, -79.5805, 145.598, 36.4306, 4.186, 15.23298, 141.00921
0.713, -79.5804, 145.587, 36.4351, 4.171, 15.25673, 140.81073
0.713, -79.5804, 145.584, 36.4366, 4.171, 15.26479, 140.74381
0.714, -79.5803, 145.570, 36.4425, 4.173, 15.29645, 140.48112
0.714, -79.5802, 145.564, 36.4265, 4.178, 15.31030, 140.36634
0.714, -79.5800, 145.558, 36.4121, 4.176, 15.32402, 140.25228
0.715, -79.5799, 145.556, 36.4111, 4.176, 15.32798, 140.21913
0.715, -79.5798, 145.552, 36.4090, 4.181, 15.33744, 140.14092
0.715, -79.5796, 145.547, 36.4070, 4.171, 15.35097, 140.02896
0.715, -79.5795, 145.544, 36.4110, 4.171, 15.35996, 139.95491
0.715, -79.5794, 145.542, 36.4134, 4.168, 15.36519, 139.91155
0.716, -79.5792, 145.538, 36.4213, 4.168, 15.38296, 139.76563
0.717, -79.5788, 145.528, 36.4357, 4.176, 15.41553, 139.49913
0.717, -79.5786, 145.525, 36.4383, 4.186, 15.42012, 139.46082
0.717, -79.5776, 145.505, 36.4456, 4.193, 15.43435, 139.34003
0.718, -79.5774, 145.499, 36.4423, 4.193, 15.44520, 139.25145
0.718, -79.5774, 145.499, 36.4421, 4.200, 15.44617, 139.24362
0.718, -79.5771, 145.493, 36.4391, 4.203, 15.45972, 139.13295
0.718, -79.5769, 145.486, 36.4396, 4.205, 15.47339, 139.02216
0.718, -79.5768, 145.484, 36.4398, 4.203, 15.47729, 138.99037
0.719, -79.5765, 145.474, 36.4443, 4.205, 15.50029, 138.80484
0.720, -79.5761, 145.460, 36.4515, 4.210, 15.52898, 138.57407
0.720, -79.5759, 145.453, 36.4504, 4.212, 15.54335, 138.45885
0.720, -79.5758, 145.446, 36.4396, 4.217, 15.55727, 138.34804
0.721, -79.5756, 145.438, 36.4272, 4.215, 15.57107, 138.23785
0.721, -79.5756, 145.438, 36.4268, 4.220, 15.57137, 138.23546
0.721, -79.5754, 145.430, 36.4145, 4.217, 15.58499, 138.12697
0.721, -79.5752, 145.422, 36.4073, 4.217, 15.59950, 138.01166
0.723, -79.5744, 145.383, 36.3745, 4.212, 15.67065, 137.45112
0.723, -79.5744, 145.375, 36.3710, 4.227, 15.68318, 137.35381
0.724, -79.5743, 145.368, 36.3674, 4.227, 15.69385, 137.27053
0.724, -79.5743, 145.365, 36.3657, 4.234, 15.69774, 137.24034
0.724, -79.5743, 145.356, 36.3598, 4.234, 15.71179, 137.13170
0.724, -79.5742, 145.347, 36.3575, 4.234, 15.72534, 137.02649
0.725, -79.5742, 145.344, 36.3574, 4.237, 15.72904, 136.99799
0.725, -79.5741, 145.337, 36.3569, 4.227, 15.73947, 136.91711
0.725, -79.5740, 145.324, 36.3561, 4.225, 15.76013, 136.75776
0.726, -79.5739, 145.318, 36.3558, 4.212, 15.76780, 136.69841
0.726, -79.5737, 145.303, 36.3548, 4.212, 15.79125, 136.51780
0.726, -79.5737, 145.300, 36.3546, 4.212, 15.79632, 136.47909
0.727, -79.5736, 145.290, 36.3540, 4.217, 15.81153, 136.36254
0.727, -79.5735, 145.280, 36.3534, 4.222, 15.82597, 136.25211
0.727, -79.5734, 145.271, 36.3409, 4.227, 15.83939, 136.14960
0.728, -79.5732, 145.260, 36.3259, 4.232, 15.85401, 136.03775
0.728, -79.5732, 145.259, 36.3246, 4.232, 15.85577, 136.02439
0.728, -79.5729, 145.240, 36.3205, 4.239, 15.88175, 135.82644
0.729, -79.5728, 145.233, 36.3260, 4.239, 15.89151, 135.75233
0.729, -79.5727, 145.228, 36.3301, 4.242, 15.89809, 135.70224
0.729, -79.5725, 145.220, 36.3375, 4.239, 15.91035, 135.60899
0.729, -79.5724, 145.216, 36.3400, 4.239, 15.91508, 135.57293
0.729, -79.5722, 145.209, 36.3448, 4.239, 15.92440, 135.50191
0.730, -79.5719, 145.197, 36.3515, 4.239, 15.93949, 135.38726
0.730, -79.5718, 145.192, 36.3504, 4.239, 15.94625, 135.33614
0.730, -79.5716, 145.186, 36.3492, 4.234, 15.95383, 135.27848
0.730, -79.5712, 145.175, 36.3458, 4.232, 15.96781, 135.17209
0.731, -79.5709, 145.164, 36.3366, 4.225, 15.98234, 135.06226
0.731, -79.5705, 145.153, 36.3278, 4.222, 15.99628, 134.95656
0.731, -79.5704, 145.149, 36.3247, 4.222, 16.00102, 134.92084
0.731, -79.5702, 145.142, 36.3190, 4.217, 16.01004, 134.85286
0.732, -79.5691, 145.112, 36.3037, 4.217, 16.04135, 134.61567
0.732, -79.5689, 145.107, 36.3027, 4.217, 16.05234, 134.53353
0.733, -79.5686, 145.099, 36.3024, 4.217, 16.06586, 134.43244
0.733, -79.5686, 145.097, 36.3025, 4.225, 16.06764, 134.41934
0.733, -79.5681, 145.085, 36.3040, 4.222, 16.08247, 134.30775
0.734, -79.5676, 145.074, 36.3080, 4.222, 16.09663, 134.20136
0.734, -79.5675, 145.072, 36.3091, 4.230, 16.09914, 134.18248
0.734, -79.5670, 145.062, 36.3145, 4.222, 16.11113, 134.09217
0.734, -79.5661, 145.044, 36.3273, 4.222, 16.13285, 133.92908
0.735, -79.5658, 145.040, 36.3307, 4.217, 16.13810, 133.88929
0.735, -79.5651, 145.028, 36.3381, 4.212, 16.15294, 133.77774
0.735, -79.5644, 145.017, 36.3443, 4.205, 16.16696, 133.67239
0.736, -79.5637, 145.005, 36.3468, 4.203, 16.18145, 133.56390
0.736, -79.5629, 144.992, 36.3477, 4.193, 16.19627, 133.45261
0.736, -79.5620, 144.979, 36.3458, 4.188, 16.21097, 133.34203
0.737, -79.5615, 144.972, 36.3443, 4.188, 16.21924, 133.27989
0.737, -79.5612, 144.967, 36.3432, 4.181, 16.22504, 133.23661
0.737, -79.5597, 144.943, 36.3429, 4.178, 16.25263, 133.03087
0.738, -79.5589, 144.930, 36.3430, 4.183, 16.26709, 132.92332
0.738, -79.5581, 144.918, 36.3431, 4.186, 16.28161, 132.81550
0.738, -79.5579, 144.914, 36.3447, 4.186, 16.28604, 132.78285
0.738, -79.5574, 144.905, 36.3483, 4.188, 16.29623, 132.70758
0.739, -79.5567, 144.893, 36.3532, 4.193, 16.30977, 132.60759
0.739, -79.5566, 144.893, 36.3537, 4.186, 16.31038, 132.60284
0.739, -79.5559, 144.880, 36.3637, 4.183, 16.32486, 132.49627
0.739, -79.5552, 144.866, 36.3745, 4.178, 16.33973, 132.38725
0.740, -79.5550, 144.862, 36.3785, 4.181, 16.34338, 132.36039
0.740, -79.5534, 144.828, 36.4094, 4.176, 16.37660, 132.11736
0.741, -79.5525, 144.809, 36.4193, 4.178, 16.39578, 131.97763
0.741, -79.5518, 144.793, 36.4164, 4.181, 16.41104, 131.86673
0.742, -79.5511, 144.778, 36.4132, 4.178, 16.42526, 131.76341
0.742, -79.5505, 144.764, 36.4073, 4.173, 16.43945, 131.66082
0.742, -79.5498, 144.748, 36.4031, 4.166, 16.45436, 131.55298
0.743, -79.5477, 144.696, 36.4201, 4.156, 16.49344, 131.27008
0.744, -79.5471, 144.683, 36.4241, 4.161, 16.50936, 131.15628
0.744, -79.5466, 144.669, 36.4238, 4.168, 16.52711, 131.03044
0.744, -79.5465, 144.667, 36.4233, 4.159, 16.53040, 131.00711
0.744, -79.5463, 144.663, 36.4225, 4.159, 16.53482, 130.97546
0.744, -79.5461, 144.657, 36.4211, 4.173, 16.54079, 130.93309
0.744, -79.5458, 144.650, 36.4194, 4.171, 16.54701, 130.88860
0.745, -79.5447, 144.625, 36.4149, 4.173, 16.56885, 130.73236
0.745, -79.5442, 144.611, 36.4163, 4.173, 16.58351, 130.62869
0.745, -79.5442, 144.611, 36.4165, 4.166, 16.58390, 130.62596
0.746, -79.5435, 144.595, 36.4259, 4.161, 16.59863, 130.52116
0.746, -79.5430, 144.584, 36.4318, 4.161, 16.60777, 130.45593
0.746, -79.5428, 144.578, 36.4359, 4.156, 16.61325, 130.41730
0.746, -79.5421, 144.562, 36.4482, 4.154, 16.62803, 130.31248
0.747, -79.5414, 144.546, 36.4578, 4.154, 16.64199, 130.21347
0.747, -79.5407, 144.528, 36.4585, 4.159, 16.65600, 130.11430
0.747, -79.5400, 144.511, 36.4558, 4.166, 16.67151, 130.00496
0.747, -79.5399, 144.509, 36.4544, 4.161, 16.67391, 129.98810
0.748, -79.5394, 144.497, 36.4473, 4.173, 16.68683, 129.89753
0.748, -79.5389, 144.484, 36.4393, 4.178, 16.70123, 129.79698
0.748, -79.5383, 144.470, 36.4326, 4.178, 16.71661, 129.68954
0.749, -79.5372, 144.438, 36.4399, 4.178, 16.74126, 129.51700
0.749, -79.5370, 144.433, 36.4411, 4.173, 16.74531, 129.48867
0.750, -79.5359, 144.398, 36.4519, 4.156, 16.77426, 129.28756
0.750, -79.5359, 144.396, 36.4526, 4.159, 16.77599, 129.27580
0.750, -79.5354, 144.379, 36.4584, 4.149, 16.79088, 129.17287
0.751, -79.5349, 144.363, 36.4638, 4.147, 16.80468, 129.07752
0.751, -79.5348, 144.356, 36.4629, 4.149, 16.81030, 129.03910
0.751, -79.5345, 144.345, 36.4566, 4.147, 16.81908, 128.97857
0.751, -79.5341, 144.327, 36.4457, 4.154, 16.83422, 128.87485
0.751, -79.5339, 144.318, 36.4389, 4.151, 16.84301, 128.81480
0.752, -79.5337, 144.311, 36.4344, 4.159, 16.84864, 128.77606
0.752, -79.5333, 144.291, 36.4215, 4.166, 16.86567, 128.65988
0.753, -79.5323, 144.241, 36.4373, 4.151, 16.90869, 128.36737
0.754, -79.5317, 144.207, 36.4578, 4.147, 16.93880, 128.16372
0.754, -79.5316, 144.200, 36.4633, 4.147, 16.94419, 128.12734
0.754, -79.5314, 144.189, 36.4726, 4.147, 16.95444, 128.05823
0.754, -79.5311, 144.171, 36.4774, 4.144, 16.96922, 127.95854
0.755, -79.5309, 144.159, 36.4806, 4.147, 16.97940, 127.89003
0.755, -79.5308, 144.152, 36.4791, 4.147, 16.98584, 127.84681
0.755, -79.5303, 144.116, 36.4653, 4.151, 17.01461, 127.65389
0.756, -79.5296, 144.074, 36.4743, 4.142, 17.05007, 127.41645
0.756, -79.5295, 144.062, 36.4768, 4.139, 17.05998, 127.35064
0.757, -79.5292, 144.044, 36.4806, 4.139, 17.07497, 127.25058
0.757, -79.5292, 144.044, 36.4807, 4.139, 17.07518, 127.24921
0.757, -79.5289, 144.027, 36.4843, 4.139, 17.09116, 127.14273
0.758, -79.5288, 144.018, 36.4865, 4.144, 17.10855, 127.02791
0.759, -79.5282, 143.981, 36.4895, 4.144, 17.15712, 126.70700
0.759, -79.5276, 143.946, 36.4824, 4.139, 17.16865, 126.62930
0.759, -79.5271, 143.918, 36.4807, 4.134, 17.18232, 126.53807
0.759, -79.5270, 143.910, 36.4832, 4.139, 17.18837, 126.49818
0.760, -79.5268, 143.900, 36.4868, 4.134, 17.19737, 126.43866
0.760, -79.5265, 143.880, 36.4933, 4.137, 17.21379, 126.33054
0.760, -79.5265, 143.879, 36.4935, 4.134, 17.21437, 126.32671
0.760, -79.5262, 143.860, 36.4993, 4.139, 17.22954, 126.22687
0.761, -79.5259, 143.841, 36.5006, 4.142, 17.24461, 126.12771
0.761, -79.5259, 143.837, 36.5004, 4.142, 17.24798, 126.10586
0.761, -79.5254, 143.804, 36.4989, 4.144, 17.27409, 125.93455
0.762, -79.5251, 143.786, 36.4980, 4.144, 17.28900, 125.83682
0.762, -79.5248, 143.765, 36.4970, 4.144, 17.30566, 125.72791
0.762, -79.5246, 143.750, 36.4963, 4.144, 17.31747, 125.65089
0.762, -79.5245, 143.747, 36.4962, 4.142, 17.32009, 125.63360
0.763, -79.5242, 143.726, 36.5013, 4.139, 17.33658, 125.52605
0.764, -79.5231, 143.662, 36.5017, 4.139, 17.38717, 125.19649
0.764, -79.5225, 143.629, 36.4919, 4.147, 17.41247, 125.03198
0.764, -79.5225, 143.629, 36.4919, 4.149, 17.41253, 125.03164
0.765, -79.5221, 143.610, 36.4886, 4.147, 17.42763, 124.93348
0.765, -79.5218, 143.590, 36.4857, 4.149, 17.44389, 124.82836
0.765, -79.5216, 143.583, 36.4859, 4.149, 17.44878, 124.79639
0.765, -79.5214, 143.570, 36.4862, 4.149, 17.45899, 124.73044
0.766, -79.5211, 143.550, 36.4869, 4.144, 17.47470, 124.62908
0.766, -79.5209, 143.536, 36.4883, 4.139, 17.48510, 124.56202
0.770, -79.5183, 143.309, 36.4833, 4.134, 17.67252, 123.36651
0.770, -79.5183, 143.302, 36.4835, 4.132, 17.67892, 123.32625
0.771, -79.5181, 143.282, 36.4840, 4.132, 17.69557, 123.22102
0.771, -79.5180, 143.264, 36.4845, 4.132, 17.71101, 123.12379
0.771, -79.5179, 143.245, 36.4851, 4.134, 17.72812, 123.01620
0.772, -79.5178, 143.227, 36.4856, 4.134, 17.74359, 122.91895
0.772, -79.5177, 143.214, 36.4859, 4.134, 17.75415, 122.85256
0.772, -79.5176, 143.208, 36.4861, 4.134, 17.75998, 122.81583
0.773, -79.5175, 143.183, 36.4868, 4.137, 17.78134, 122.68207
0.773, -79.5173, 143.139, 36.4970, 4.125, 17.81940, 122.44410
0.774, -79.5172, 143.113, 36.5074, 4.120, 17.84191, 122.30373
0.774, -79.5172, 143.095, 36.5142, 4.120, 17.85740, 122.20745
0.774, -79.5172, 143.086, 36.5164, 4.120, 17.86622, 122.15263
0.775, -79.5172, 143.077, 36.5167, 4.112, 17.87390, 122.10500
0.775, -79.5173, 143.057, 36.5171, 4.112, 17.89171, 121.99481
0.775, -79.5173, 143.053, 36.5170, 4.112, 17.89502, 121.97428
0.775, -79.5173, 143.041, 36.5144, 4.110, 17.90646, 121.90347
0.776, -79.5174, 143.013, 36.5105, 4.107, 17.93239, 121.74330
0.777, -79.5174, 142.969, 36.5167, 4.107, 17.97096, 121.50514
0.777, -79.5174, 142.969, 36.5168, 4.110, 17.97135, 121.50275
0.777, -79.5174, 142.948, 36.5226, 4.112, 17.98874, 121.39556
0.777, -79.5174, 142.918, 36.5331, 4.112, 18.00408, 121.30106
0.778, -79.5174, 142.902, 36.5377, 4.115, 18.02033, 121.20111
0.778, -79.5174, 142.877, 36.5453, 4.117, 18.04458, 121.05210
0.779, -79.5174, 142.845, 36.5553, 4.120, 18.06924, 120.90084
0.779, -79.5173, 142.832, 36.5588, 4.120, 18.08284, 120.81722
0.779, -79.5173, 142.829, 36.5596, 4.120, 18.08590, 120.79848
0.779, -79.5173, 142.812, 36.5639, 4.117, 18.10258, 120.69635
0.780, -79.5173, 142.795, 36.5668, 4.117, 18.12058, 120.58633
0.780, -79.5173, 142.793, 36.5668, 4.117, 18.12206, 120.57726
0.780, -79.5173, 142.776, 36.5663, 4.112, 18.13789, 120.48062
0.780, -79.5173, 142.764, 36.5657, 4.112, 18.14984, 120.40766
0.780, -79.5173, 142.758, 36.5643, 4.107, 18.15492, 120.37667
0.781, -79.5173, 142.740, 36.5597, 4.100, 18.17141, 120.27616
0.781, -79.5173, 142.721, 36.5556, 4.098, 18.18911, 120.16835
0.782, -79.5175, 142.688, 36.5499, 4.090, 18.22077, 119.97638
0.782, -79.5175, 142.682, 36.5489, 4.090, 18.22615, 119.94368
0.782, -79.5175, 142.671, 36.5469, 4.093, 18.23748, 119.87490
0.783, -79.5176, 142.653, 36.5451, 4.095, 18.25445, 119.77226
0.783, -79.5178, 142.636, 36.5444, 4.100, 18.27140, 119.67001
0.783, -79.5178, 142.632, 36.5443, 4.098, 18.27502, 119.64808
0.783, -79.5179, 142.616, 36.5446, 4.100, 18.28984, 119.55864
0.784, -79.5181, 142.599, 36.5453, 4.100, 18.30604, 119.46117
0.784, -79.5183, 142.580, 36.5525, 4.095, 18.32325, 119.35772
0.784, -79.5183, 142.579, 36.5529, 4.100, 18.32360, 119.35559
0.785, -79.5188, 142.548, 36.5723, 4.093, 18.35159, 119.18795
0.785, -79.5195, 142.506, 36.5939, 4.090, 18.39013, 118.95761
0.785, -79.5195, 142.505, 36.5941, 4.090, 18.39122, 118.95100
0.786, -79.5199, 142.488, 36.5974, 4.098, 18.40698, 118.85722
0.786, -79.5202, 142.471, 36.5945, 4.100, 18.42391, 118.75625
0.786, -79.5203, 142.464, 36.5920, 4.100, 18.43136, 118.71173
0.786, -79.5205, 142.455, 36.5890, 4.103, 18.44066, 118.65638
0.787, -79.5208, 142.436, 36.5838, 4.100, 18.45993, 118.54151
0.787, -79.5210, 142.426, 36.5814, 4.103, 18.46932, 118.48572
0.787, -79.5213, 142.404, 36.5828, 4.093, 18.49210, 118.35001
0.788, -79.5215, 142.385, 36.5883, 4.085, 18.51109, 118.23684
0.788, -79.5216, 142.369, 36.5929, 4.081, 18.52703, 118.14181
0.788, -79.5219, 142.349, 36.5980, 4.073, 18.54686, 118.02407
0.789, -79.5220, 142.341, 36.5977, 4.073, 18.55432, 117.97980
0.789, -79.5220, 142.337, 36.5975, 4.071, 18.55886, 117.95268
0.789, -79.5222, 142.318, 36.5967, 4.068, 18.57723, 117.84363
0.789, -79.5224, 142.303, 36.5906, 4.068, 18.59233, 117.75410
0.790, -79.5228, 142.280, 36.5814, 4.068, 18.61486, 117.62095
0.790, -79.5233, 142.246, 36.5769, 4.073, 18.64962, 117.41542
0.791, -79.5235, 142.230, 36.5828, 4.073, 18.66700, 117.31273
0.791, -79.5236, 142.225, 36.5845, 4.073, 18.67180, 117.28447
0.791, -79.5238, 142.212, 36.5917, 4.076, 18.68521, 117.20538
0.792, -79.5242, 142.183, 36.6149, 4.071, 18.71610, 117.02323
0.793, -79.5250, 142.142, 36.6367, 4.071, 18.76093, 116.75990
0.793, -79.5252, 142.131, 36.6375, 4.063, 18.77263, 116.69124
0.794, -79.5258, 142.104, 36.6396, 4.061, 18.80262, 116.51565
0.794, -79.5259, 142.098, 36.6399, 4.056, 18.80804, 116.48386
0.794, -79.5263, 142.081, 36.6390, 4.051, 18.82612, 116.37821
0.794, -79.5264, 142.076, 36.6377, 4.051, 18.83184, 116.34479
0.794, -79.5267, 142.065, 36.6352, 4.051, 18.84303, 116.27952
0.795, -79.5271, 142.046, 36.6321, 4.051, 18.86123, 116.17336
0.795, -79.5274, 142.035, 36.6308, 4.051, 18.87338, 116.10259
0.795, -79.5275, 142.029, 36.6302, 4.056, 18.87935, 116.06769
0.795, -79.5279, 142.011, 36.6319, 4.059, 18.89720, 115.96365
0.795, -79.5281, 142.006, 36.6335, 4.056, 18.90292, 115.93051
0.796, -79.5284, 141.995, 36.6368, 4.059, 18.91474, 115.86178
0.796, -79.5288, 141.978, 36.6418, 4.059, 18.93226, 115.75988
0.796, -79.5291, 141.966, 36.6454, 4.059, 18.94470, 115.68763
0.796, -79.5293, 141.961, 36.6470, 4.063, 18.95049, 115.65413
0.797, -79.5302, 141.926, 36.6573, 4.054, 18.98665, 115.44431
0.797, -79.5306, 141.911, 36.6623, 4.051, 19.00314, 115.34871
0.798, -79.5311, 141.893, 36.6684, 4.054, 19.02238, 115.23735
0.798, -79.5313, 141.887, 36.6700, 4.059, 19.02879, 115.20033
