# mission day, lat, long, alt, (pressure?), horizon alts (deg), azimuth (deg)
10.275, -73.4581, 165.026, 31.9711, 7.516, 23.45982, 270.83427
10.275, -73.4591, 165.020, 31.9660, 7.521, 23.41031, 270.66769
10.275, -73.4597, 165.017, 31.9625, 7.519, 23.37019, 270.53265
10.275, -73.4597, 165.016, 31.9623, 7.529, 23.37047, 270.53363
10.276, -73.4604, 165.012, 31.9573, 7.536, 23.34088, 270.43415
10.276, -73.4612, 165.008, 31.9499, 7.536, 23.30105, 270.30026
10.277, -73.4625, 165.001, 31.9406, 7.543, 23.25184, 270.13497
10.277, -73.4629, 164.999, 31.9398, 7.548, 23.23193, 270.06803
10.278, -73.4650, 164.989, 31.9359, 7.570, 23.16310, 269.83706
10.278, -73.4651, 164.988, 31.9356, 7.560, 23.16339, 269.83807
10.278, -73.4671, 164.979, 31.9317, 7.587, 23.09430, 269.60623
10.278, -73.4675, 164.977, 31.9309, 7.582, 23.08463, 269.57382
10.279, -73.4681, 164.974, 31.9298, 7.587, 23.06502, 269.50804
10.279, -73.4693, 164.968, 31.9275, 7.587, 23.02579, 269.37649
10.279, -73.4702, 164.964, 31.9258, 7.587, 22.99624, 269.27734
10.280, -73.4713, 164.959, 31.9238, 7.587, 22.95674, 269.14483
10.280, -73.4723, 164.954, 31.9218, 7.592, 22.92748, 269.04675
10.280, -73.4733, 164.949, 31.9198, 7.592, 22.89822, 268.94870
10.281, -73.4745, 164.943, 31.9176, 7.597, 22.85903, 268.81729
10.281, -73.4754, 164.939, 31.9158, 7.604, 22.82950, 268.71827
10.281, -73.4764, 164.934, 31.9134, 7.617, 22.79003, 268.58588
10.281, -73.4768, 164.932, 31.9114, 7.612, 22.78038, 268.55356
10.282, -73.4773, 164.930, 31.9084, 7.634, 22.76051, 268.48692
10.282, -73.4782, 164.926, 31.9037, 7.643, 22.72077, 268.35360
10.282, -73.4791, 164.922, 31.9003, 7.639, 22.70148, 268.28904
10.282, -73.4794, 164.921, 31.8991, 7.646, 22.69155, 268.25573
10.283, -73.4805, 164.916, 31.8940, 7.639, 22.65211, 268.12353
10.283, -73.4814, 164.913, 31.8886, 7.631, 22.62232, 268.02370
10.284, -73.4823, 164.909, 31.8832, 7.624, 22.58261, 267.89048
10.284, -73.4833, 164.905, 31.8777, 7.624, 22.55313, 267.79169
10.284, -73.4843, 164.901, 31.8710, 7.626, 22.52365, 267.69293
10.284, -73.4850, 164.898, 31.8663, 7.629, 22.51431, 267.66175
10.284, -73.4874, 164.889, 31.8531, 7.636, 22.48631, 267.56837
10.285, -73.4886, 164.884, 31.8497, 7.643, 22.44693, 267.43636
10.285, -73.4899, 164.878, 31.8484, 7.646, 22.41806, 267.33970
10.286, -73.4913, 164.873, 31.8486, 7.646, 22.37870, 267.20782
10.286, -73.4927, 164.867, 31.8464, 7.648, 22.34985, 267.11124
10.286, -73.4941, 164.861, 31.8434, 7.651, 22.32100, 267.01466
10.287, -73.4956, 164.855, 31.8401, 7.653, 22.28196, 266.88388
10.287, -73.4960, 164.853, 31.8390, 7.651, 22.27235, 266.85167
10.287, -73.4969, 164.849, 31.8346, 7.658, 22.25313, 266.78730
10.287, -73.4983, 164.844, 31.8281, 7.653, 22.21382, 266.65558
10.287, -73.4992, 164.840, 31.8207, 7.658, 22.19461, 266.59124
10.288, -73.4998, 164.838, 31.8152, 7.646, 22.17482, 266.52488
10.288, -73.5013, 164.832, 31.8016, 7.643, 22.14602, 266.42847
10.288, -73.5018, 164.830, 31.7989, 7.646, 22.13642, 266.39631
10.289, -73.5044, 164.819, 31.7886, 7.641, 22.07855, 266.20242
10.289, -73.5059, 164.812, 31.7979, 7.648, 22.05007, 266.10701
10.289, -73.5074, 164.805, 31.8059, 7.648, 22.01140, 265.97740
10.290, -73.5103, 164.792, 31.8109, 7.643, 21.94400, 265.75146
10.290, -73.5103, 164.792, 31.8108, 7.648, 21.94400, 265.75146
10.290, -73.5115, 164.786, 31.8051, 7.639, 21.91525, 265.65504
10.291, -73.5129, 164.779, 31.7987, 7.631, 21.87662, 265.52549
10.291, -73.5133, 164.777, 31.7973, 7.634, 21.86705, 265.49339
10.291, -73.5158, 164.765, 31.7892, 7.629, 21.80960, 265.30069
10.292, -73.5168, 164.760, 31.7888, 7.629, 21.79075, 265.23750
10.292, -73.5173, 164.757, 31.7887, 7.631, 21.78147, 265.20638
10.292, -73.5193, 164.746, 31.7866, 7.634, 21.73391, 265.04683
10.293, -73.5201, 164.742, 31.7850, 7.634, 21.71478, 264.98263
10.293, -73.5216, 164.734, 31.7825, 7.639, 21.67652, 264.85422
10.293, -73.5228, 164.726, 31.7822, 7.643, 21.64841, 264.75985
10.293, -73.5242, 164.717, 31.7831, 7.648, 21.62060, 264.66655
10.294, -73.5254, 164.709, 31.7882, 7.648, 21.58235, 264.53809
10.294, -73.5259, 164.706, 31.7902, 7.648, 21.57309, 264.50703
10.294, -73.5267, 164.700, 31.7926, 7.646, 21.55456, 264.44479
10.295, -73.5278, 164.692, 31.7938, 7.636, 21.51632, 264.31633
10.295, -73.5285, 164.687, 31.7947, 7.643, 21.49751, 264.25313
10.295, -73.5290, 164.683, 31.7937, 7.631, 21.48854, 264.22303
10.295, -73.5300, 164.674, 31.7896, 7.629, 21.45060, 264.09552
10.296, -73.5310, 164.667, 31.7864, 7.629, 21.42225, 264.00028
10.296, -73.5310, 164.666, 31.7865, 7.631, 21.42253, 264.00121
10.296, -73.5315, 164.662, 31.7872, 7.646, 21.38316, 263.86887
10.296, -73.5321, 164.657, 31.7881, 7.658, 21.35423, 263.77158
10.296, -73.5322, 164.656, 31.7883, 7.646, 21.34438, 263.73849
10.297, -73.5326, 164.652, 31.7889, 7.668, 21.31515, 263.64022
10.297, -73.5336, 164.643, 31.7922, 7.668, 21.28741, 263.54692
10.297, -73.5345, 164.633, 31.7966, 7.668, 21.27006, 263.48862
10.297, -73.5355, 164.625, 31.8006, 7.658, 21.25217, 263.42846
10.298, -73.5373, 164.607, 31.8053, 7.646, 21.22706, 263.34404
10.298, -73.5386, 164.595, 31.8041, 7.658, 21.20022, 263.25374
10.298, -73.5387, 164.595, 31.8040, 7.634, 21.20023, 263.25377
10.298, -73.5393, 164.589, 31.8029, 7.631, 21.16152, 263.12350
10.299, -73.5400, 164.582, 31.8005, 7.636, 21.12311, 262.99428
10.299, -73.5400, 164.581, 31.8003, 7.631, 21.12339, 262.99520
10.299, -73.5409, 164.573, 31.7970, 7.646, 21.09541, 262.90103
10.300, -73.5419, 164.563, 31.7965, 7.658, 21.05790, 262.77478
10.300, -73.5429, 164.554, 31.7980, 7.670, 21.03023, 262.68162
10.300, -73.5439, 164.543, 31.7996, 7.675, 21.00314, 262.59037
10.300, -73.5444, 164.539, 31.8003, 7.670, 20.98412, 262.52633
10.300, -73.5449, 164.533, 31.8012, 7.673, 20.96567, 262.46420
10.301, -73.5460, 164.523, 31.8027, 7.675, 20.93833, 262.37207
10.301, -73.5465, 164.518, 31.8029, 7.673, 20.90951, 262.27500
10.301, -73.5467, 164.515, 31.8029, 7.670, 20.90029, 262.24391
10.302, -73.5475, 164.507, 31.8027, 7.675, 20.87236, 262.14982
10.302, -73.5477, 164.505, 31.8027, 7.670, 20.86286, 262.11780
10.302, -73.5482, 164.500, 31.8021, 7.675, 20.83407, 262.02078
10.302, -73.5490, 164.491, 31.7911, 7.683, 20.80645, 261.92767
10.302, -73.5494, 164.487, 31.7856, 7.683, 20.78746, 261.86366
10.303, -73.5498, 164.482, 31.7799, 7.697, 20.76876, 261.80060
10.303, -73.5507, 164.473, 31.7741, 7.705, 20.74117, 261.70755
10.303, -73.5515, 164.465, 31.7693, 7.705, 20.71330, 261.61354
10.303, -73.5516, 164.463, 31.7684, 7.709, 20.70380, 261.58152
10.304, -73.5533, 164.447, 31.7836, 7.712, 20.64811, 261.39358
10.304, -73.5535, 164.444, 31.7859, 7.709, 20.63892, 261.36254
10.304, -73.5545, 164.435, 31.7949, 7.709, 20.61139, 261.26960
10.305, -73.5552, 164.429, 31.8009, 7.709, 20.58299, 261.17373
10.305, -73.5555, 164.426, 31.8030, 7.705, 20.57382, 261.14272
10.305, -73.5566, 164.417, 31.7976, 7.702, 20.54633, 261.04986
10.305, -73.5568, 164.415, 31.7964, 7.702, 20.53687, 261.01789
10.305, -73.5576, 164.407, 31.7915, 7.702, 20.50907, 260.92399
10.306, -73.5586, 164.399, 31.7800, 7.702, 20.48131, 260.83014
10.306, -73.5592, 164.394, 31.7735, 7.702, 20.46271, 260.76728
10.306, -73.5596, 164.390, 31.7685, 7.702, 20.44380, 260.70338
10.306, -73.5605, 164.382, 31.7664, 7.702, 20.41605, 260.60956
10.307, -73.5611, 164.376, 31.7646, 7.702, 20.38771, 260.51374
10.307, -73.5613, 164.374, 31.7643, 7.702, 20.37826, 260.48180
10.307, -73.5621, 164.367, 31.7623, 7.709, 20.35025, 260.38703
10.307, -73.5632, 164.357, 31.7611, 7.717, 20.31310, 260.26133
10.308, -73.5648, 164.341, 31.7604, 7.722, 20.28774, 260.17535
10.308, -73.5657, 164.333, 31.7551, 7.736, 20.26006, 260.08158
10.308, -73.5659, 164.330, 31.7536, 7.729, 20.25090, 260.05060
10.309, -73.5667, 164.323, 31.7479, 7.748, 20.22294, 259.95588
10.309, -73.5676, 164.314, 31.7393, 7.756, 20.18554, 259.82925
10.309, -73.5687, 164.303, 31.7301, 7.758, 20.15877, 259.73843
10.309, -73.5701, 164.289, 31.7195, 7.751, 20.13288, 259.65057
10.310, -73.5706, 164.284, 31.7199, 7.746, 20.09436, 259.52006
10.310, -73.5709, 164.281, 31.7202, 7.751, 20.07525, 259.45534
10.310, -73.5711, 164.278, 31.7207, 7.741, 20.06612, 259.42438
10.311, -73.5720, 164.269, 31.7229, 7.739, 20.02881, 259.29783
10.311, -73.5722, 164.266, 31.7235, 7.739, 20.01969, 259.26690
10.311, -73.5729, 164.259, 31.7247, 7.751, 20.00178, 259.20609
10.311, -73.5737, 164.250, 31.7262, 7.766, 19.96448, 259.07954
10.312, -73.5741, 164.245, 31.7269, 7.751, 19.94598, 259.01676
10.312, -73.5745, 164.240, 31.7272, 7.783, 19.93746, 258.98777
10.312, -73.5754, 164.231, 31.7273, 7.785, 19.90022, 258.86133
10.312, -73.5761, 164.223, 31.7274, 7.788, 19.87265, 258.76767
10.312, -73.5763, 164.222, 31.7275, 7.790, 19.87297, 258.76868
10.313, -73.5772, 164.213, 31.7277, 7.780, 19.83576, 258.64224
10.313, -73.5777, 164.208, 31.7277, 7.785, 19.82728, 258.61334
10.313, -73.5782, 164.204, 31.7272, 7.775, 19.80856, 258.54968
10.313, -73.5793, 164.195, 31.7262, 7.778, 19.78139, 258.45714
10.314, -73.5803, 164.187, 31.7258, 7.773, 19.74398, 258.32988
10.314, -73.5805, 164.185, 31.7258, 7.785, 19.74457, 258.33182
10.314, -73.5817, 164.176, 31.7258, 7.802, 19.70750, 258.20558
10.314, -73.5828, 164.168, 31.7258, 7.824, 19.68010, 258.11217
10.314, -73.5830, 164.167, 31.7258, 7.812, 19.68042, 258.11318
10.315, -73.5841, 164.158, 31.7258, 7.841, 19.65330, 258.02070
10.315, -73.5852, 164.149, 31.7258, 7.849, 19.61627, 257.89447
10.316, -73.5865, 164.140, 31.7258, 7.849, 19.57930, 257.76833
10.316, -73.5876, 164.131, 31.7258, 7.834, 19.55224, 257.67591
10.316, -73.5877, 164.131, 31.7258, 7.839, 19.55226, 257.67594
10.316, -73.5888, 164.122, 31.7258, 7.822, 19.52521, 257.58351
10.316, -73.5900, 164.113, 31.7258, 7.824, 19.48828, 257.45740
10.317, -73.5905, 164.110, 31.7258, 7.822, 19.47930, 257.42663
10.317, -73.5912, 164.105, 31.7258, 7.834, 19.46101, 257.36410
10.317, -73.5925, 164.096, 31.7258, 7.849, 19.42414, 257.23804
10.318, -73.5937, 164.087, 31.7245, 7.863, 19.39718, 257.14572
10.318, -73.5941, 164.084, 31.7098, 7.856, 19.38819, 257.11493
10.318, -73.5950, 164.078, 31.6793, 7.866, 19.36035, 257.01969
10.318, -73.5963, 164.069, 31.6435, 7.861, 19.33344, 256.92743
10.318, -73.5972, 164.063, 31.6444, 7.861, 19.31552, 256.86593
10.319, -73.5977, 164.061, 31.6449, 7.849, 19.29641, 256.80055
10.319, -73.5991, 164.051, 31.6469, 7.844, 19.26983, 256.70927
10.319, -73.6004, 164.043, 31.6497, 7.851, 19.23282, 256.58239
10.319, -73.6013, 164.037, 31.6512, 7.849, 19.21494, 256.52092
10.320, -73.6017, 164.035, 31.6485, 7.871, 19.20571, 256.48923
10.320, -73.6031, 164.026, 31.6375, 7.895, 19.16904, 256.36334
10.320, -73.6044, 164.017, 31.6248, 7.912, 19.14224, 256.27116
10.320, -73.6045, 164.016, 31.6243, 7.883, 19.14253, 256.27211
10.321, -73.6059, 164.007, 31.6079, 7.922, 19.11576, 256.17996
10.321, -73.6070, 164.000, 31.5962, 7.919, 19.08839, 256.08584
10.321, -73.6075, 163.997, 31.5909, 7.922, 19.07948, 256.05513
10.321, -73.6085, 163.991, 31.5890, 7.917, 19.05183, 255.96006
10.322, -73.6097, 163.984, 31.5951, 7.912, 19.01469, 255.83230
10.322, -73.6097, 163.983, 31.5953, 7.919, 19.01496, 255.83326
10.322, -73.6110, 163.976, 31.6050, 7.907, 18.98769, 255.73922
10.322, -73.6120, 163.970, 31.6091, 7.910, 18.96009, 255.64420
10.322, -73.6125, 163.967, 31.6092, 7.907, 18.95121, 255.61352
10.323, -73.6138, 163.960, 31.6095, 7.907, 18.92398, 255.51951
10.323, -73.6153, 163.951, 31.6011, 7.905, 18.88755, 255.39381
10.323, -73.6153, 163.951, 31.6006, 7.907, 18.88755, 255.39381
10.323, -73.6168, 163.943, 31.5880, 7.907, 18.86068, 255.30083
10.324, -73.6183, 163.935, 31.5808, 7.912, 18.82402, 255.17426
10.324, -73.6198, 163.928, 31.5758, 7.917, 18.79692, 255.08035
10.324, -73.6199, 163.927, 31.5755, 7.912, 18.79722, 255.08134
10.325, -73.6214, 163.920, 31.5804, 7.917, 18.76034, 254.95383
10.325, -73.6231, 163.913, 31.5883, 7.919, 18.73333, 254.86004
10.325, -73.6237, 163.910, 31.5891, 7.919, 18.72451, 254.82941
10.325, -73.6248, 163.906, 31.5869, 7.919, 18.69655, 254.73262
10.325, -73.6266, 163.898, 31.5830, 7.924, 18.66988, 254.63981
10.326, -73.6281, 163.893, 31.5692, 7.924, 18.64233, 254.54413
10.326, -73.6283, 163.892, 31.5671, 7.927, 18.63289, 254.51151
10.326, -73.6301, 163.885, 31.5487, 7.939, 18.60599, 254.41780
10.327, -73.6321, 163.878, 31.5336, 7.946, 18.56940, 254.29054
10.327, -73.6345, 163.870, 31.5200, 7.949, 18.53324, 254.16437
10.327, -73.6357, 163.866, 31.5198, 7.946, 18.51516, 254.10129
10.328, -73.6376, 163.860, 31.5194, 7.941, 18.47836, 253.97310
10.328, -73.6396, 163.853, 31.5257, 7.941, 18.44189, 253.84592
10.328, -73.6415, 163.847, 31.5323, 7.944, 18.41488, 253.75136
10.329, -73.6434, 163.841, 31.5344, 7.949, 18.38788, 253.65681
10.329, -73.6452, 163.835, 31.5357, 7.961, 18.35117, 253.52864
10.330, -73.6488, 163.823, 31.5341, 7.968, 18.28754, 253.30595
10.330, -73.6508, 163.817, 31.5299, 7.971, 18.26067, 253.21148
10.330, -73.6526, 163.811, 31.5262, 7.968, 18.22407, 253.08340
10.331, -73.6546, 163.805, 31.5234, 7.966, 18.19724, 252.98892
10.331, -73.6564, 163.800, 31.5213, 7.968, 18.17011, 252.89349
10.331, -73.6579, 163.796, 31.5212, 7.968, 18.14263, 252.79702
10.331, -73.6586, 163.794, 31.5212, 7.968, 18.13372, 252.76555
10.332, -73.6607, 163.788, 31.5196, 7.968, 18.09733, 252.63761
10.332, -73.6628, 163.782, 31.5132, 7.968, 18.07063, 252.54321
10.332, -73.6628, 163.782, 31.5132, 7.971, 18.07063, 252.54321
10.332, -73.6652, 163.776, 31.5047, 7.976, 18.03440, 252.41538
10.333, -73.6676, 163.771, 31.4973, 7.985, 18.00756, 252.32017
10.333, -73.6685, 163.769, 31.4955, 7.985, 17.98912, 252.25522
10.333, -73.6699, 163.765, 31.4956, 7.998, 17.97137, 252.19233
10.334, -73.6725, 163.760, 31.4973, 8.007, 17.94465, 252.09720
10.334, -73.6745, 163.755, 31.4983, 8.007, 17.91777, 252.00188
10.334, -73.6750, 163.754, 31.4984, 8.015, 17.90858, 251.96945
10.334, -73.6771, 163.749, 31.4989, 8.015, 17.88176, 251.87418
10.335, -73.6794, 163.743, 31.4977, 8.007, 17.85529, 251.77990
10.335, -73.6798, 163.742, 31.4970, 8.015, 17.84609, 251.74744
10.335, -73.6817, 163.738, 31.4940, 8.005, 17.81899, 251.65119
10.335, -73.6840, 163.732, 31.4904, 8.002, 17.79257, 251.55693
10.336, -73.6860, 163.727, 31.4870, 8.007, 17.75624, 251.42814
10.336, -73.6883, 163.721, 31.4834, 8.015, 17.72987, 251.33391
10.336, -73.6900, 163.717, 31.4807, 8.015, 17.70280, 251.23763
10.336, -73.6906, 163.716, 31.4798, 8.029, 17.69370, 251.20526
10.337, -73.6929, 163.710, 31.4761, 8.042, 17.66739, 251.11103
10.337, -73.6942, 163.707, 31.4754, 8.046, 17.63043, 250.98022
10.337, -73.6949, 163.705, 31.4754, 8.044, 17.61212, 250.91530
10.337, -73.6953, 163.703, 31.4753, 8.049, 17.60325, 250.88380
10.338, -73.6965, 163.700, 31.4753, 8.046, 17.56633, 250.75299
10.338, -73.6977, 163.697, 31.4753, 8.039, 17.53895, 250.65568
10.338, -73.6978, 163.697, 31.4753, 8.049, 17.53899, 250.65573
10.339, -73.7010, 163.688, 31.4721, 8.032, 17.48536, 250.46416
10.339, -73.7028, 163.683, 31.4688, 8.034, 17.48728, 250.46935
10.339, -73.7055, 163.676, 31.4641, 8.029, 17.48053, 250.44317
10.339, -73.7078, 163.669, 31.4553, 8.037, 17.44516, 250.31646
10.339, -73.7095, 163.665, 31.4478, 8.044, 17.41832, 250.22026
10.339, -73.7097, 163.664, 31.4471, 8.034, 17.41866, 250.22125
10.340, -73.7117, 163.659, 31.4411, 8.054, 17.38273, 250.09259
10.340, -73.7139, 163.653, 31.4344, 8.063, 17.35664, 249.99842
10.340, -73.7159, 163.648, 31.4362, 8.068, 17.33024, 249.90326
10.341, -73.7181, 163.642, 31.4387, 8.063, 17.29475, 249.77565
10.341, -73.7203, 163.636, 31.4404, 8.059, 17.26873, 249.68150
10.341, -73.7230, 163.628, 31.4354, 8.054, 17.23401, 249.55591
10.342, -73.7254, 163.622, 31.4309, 8.054, 17.20812, 249.46181
10.342, -73.7258, 163.620, 31.4302, 8.049, 17.20878, 249.46378
10.342, -73.7283, 163.614, 31.4245, 8.049, 17.17353, 249.33630
10.342, -73.7296, 163.610, 31.4179, 8.051, 17.14679, 249.24005
10.343, -73.7299, 163.609, 31.4165, 8.049, 17.13775, 249.20762
10.343, -73.7313, 163.605, 31.4110, 8.051, 17.11107, 249.11140
10.343, -73.7334, 163.599, 31.4038, 8.049, 17.08518, 249.01728
10.344, -73.7354, 163.593, 31.4011, 8.044, 17.04990, 248.88966
10.344, -73.7373, 163.587, 31.4039, 8.042, 17.02400, 248.79549
10.344, -73.7407, 163.575, 31.4137, 8.039, 16.99085, 248.67386
10.345, -73.7418, 163.571, 31.4165, 8.039, 16.96419, 248.57760
10.345, -73.7432, 163.566, 31.4142, 8.039, 16.92856, 248.44895
10.345, -73.7444, 163.562, 31.4103, 8.039, 16.91134, 248.38617
10.345, -73.7450, 163.559, 31.4083, 8.039, 16.90299, 248.35568
10.346, -73.7469, 163.552, 31.4021, 8.037, 16.86814, 248.22905
10.346, -73.7487, 163.545, 31.3959, 8.037, 16.84262, 248.13580
10.346, -73.7488, 163.545, 31.3958, 8.037, 16.84265, 248.13583
10.346, -73.7505, 163.538, 31.3908, 8.042, 16.80780, 248.00914
10.347, -73.7522, 163.531, 31.3862, 8.046, 16.78229, 247.91590
10.347, -73.7529, 163.529, 31.3858, 8.046, 16.77376, 247.88453
10.347, -73.7543, 163.524, 31.3890, 8.059, 16.74765, 247.78935
10.347, -73.7565, 163.515, 31.3940, 8.063, 16.72291, 247.69809
10.348, -73.7576, 163.511, 31.3966, 8.061, 16.70577, 247.63528
10.348, -73.7586, 163.507, 31.3988, 8.068, 16.69789, 247.60589
10.348, -73.7607, 163.498, 31.4003, 8.071, 16.63604, 247.38101
10.349, -73.7624, 163.491, 31.4013, 8.066, 16.60142, 247.25441
10.349, -73.7641, 163.484, 31.4024, 8.061, 16.57610, 247.16119
10.349, -73.7646, 163.482, 31.4027, 8.066, 16.56755, 247.12980
10.350, -73.7658, 163.477, 31.4035, 8.061, 16.54155, 247.03458
10.350, -73.7674, 163.471, 31.4045, 8.061, 16.51599, 246.94044
10.350, -73.7676, 163.470, 31.4047, 8.059, 16.51632, 246.94139
10.351, -73.7710, 163.456, 31.4069, 8.063, 16.45663, 246.72162
10.351, -73.7716, 163.453, 31.4071, 8.059, 16.44842, 246.69119
10.351, -73.7732, 163.448, 31.4077, 8.068, 16.42268, 246.59611
10.351, -73.7751, 163.440, 31.4085, 8.068, 16.39786, 246.50393
10.351, -73.7756, 163.439, 31.4086, 8.076, 16.39831, 246.50500
10.352, -73.7789, 163.426, 31.4097, 8.076, 16.33858, 246.28430
10.352, -73.7791, 163.425, 31.4097, 8.078, 16.32973, 246.25192
10.352, -73.7802, 163.421, 31.4098, 8.081, 16.30365, 246.15581
10.353, -73.7819, 163.414, 31.4095, 8.083, 16.27861, 246.06265
10.353, -73.7837, 163.407, 31.4092, 8.081, 16.25362, 245.96954
10.353, -73.7840, 163.406, 31.4092, 8.083, 16.24484, 245.93716
10.353, -73.7855, 163.400, 31.4092, 8.073, 16.21951, 245.84304
10.354, -73.7866, 163.396, 31.4092, 8.073, 16.20268, 245.78031
10.354, -73.7872, 163.393, 31.4092, 8.071, 16.19454, 245.74991
10.354, -73.7889, 163.386, 31.4092, 8.066, 16.16046, 245.62341
10.354, -73.7907, 163.378, 31.4092, 8.066, 16.13584, 245.53123
10.354, -73.7907, 163.378, 31.4092, 8.076, 16.12672, 245.49787
10.355, -73.7924, 163.371, 31.4092, 8.073, 16.10184, 245.40474
10.355, -73.7941, 163.363, 31.4092, 8.078, 16.07724, 245.31256
10.355, -73.7947, 163.361, 31.4092, 8.073, 16.05978, 245.24786
10.355, -73.7958, 163.356, 31.4092, 8.085, 16.04330, 245.18609
10.356, -73.7984, 163.346, 31.4092, 8.088, 16.01964, 245.09598
10.356, -73.7996, 163.341, 31.4092, 8.093, 15.99415, 245.00088
10.356, -73.7999, 163.340, 31.4092, 8.095, 15.98545, 244.96853
10.356, -73.8012, 163.335, 31.4092, 8.105, 15.96003, 244.87348
10.357, -73.8018, 163.333, 31.4092, 8.100, 15.95172, 244.84215
10.357, -73.8064, 163.315, 31.4092, 8.120, 15.88575, 244.59331
10.357, -73.8071, 163.313, 31.4092, 8.129, 15.86846, 244.52867
10.358, -73.8092, 163.305, 31.4092, 8.132, 15.84426, 244.43660
10.358, -73.8111, 163.298, 31.4092, 8.132, 15.81072, 244.31024
10.358, -73.8111, 163.298, 31.4092, 8.129, 15.81072, 244.31024
10.358, -73.8132, 163.291, 31.4092, 8.122, 15.78633, 244.21727
10.359, -73.8154, 163.284, 31.4092, 8.117, 15.75300, 244.09099
10.359, -73.8160, 163.282, 31.4092, 8.122, 15.74476, 244.05968
10.359, -73.8174, 163.277, 31.4092, 8.120, 15.72862, 243.99799
10.360, -73.8195, 163.270, 31.4092, 8.122, 15.70431, 243.90504
10.360, -73.8209, 163.265, 31.4092, 8.120, 15.67923, 243.81005
10.360, -73.8217, 163.263, 31.4092, 8.132, 15.67110, 243.77877
10.360, -73.8238, 163.256, 31.4092, 8.139, 15.63789, 243.65249
10.361, -73.8259, 163.249, 31.4092, 8.147, 15.61368, 243.55955
10.361, -73.8280, 163.242, 31.4092, 8.151, 15.58055, 243.43330
10.361, -73.8300, 163.235, 31.4092, 8.159, 15.55636, 243.34032
10.361, -73.8302, 163.234, 31.4092, 8.151, 15.55670, 243.34128
10.362, -73.8340, 163.221, 31.4092, 8.161, 15.49914, 243.12108
10.362, -73.8360, 163.214, 31.4092, 8.164, 15.47501, 243.02813
10.362, -73.8363, 163.212, 31.4092, 8.161, 15.46673, 242.99674
10.363, -73.8379, 163.206, 31.4092, 8.168, 15.44221, 242.90276
10.363, -73.8392, 163.201, 31.4092, 8.168, 15.42623, 242.84109
10.363, -73.8399, 163.199, 31.4092, 8.156, 15.41815, 242.80981
10.363, -73.8418, 163.191, 31.4092, 8.142, 15.38543, 242.68446
10.364, -73.8438, 163.183, 31.4092, 8.129, 15.36167, 242.59242
10.364, -73.8458, 163.176, 31.4092, 8.120, 15.32883, 242.46620
10.364, -73.8479, 163.167, 31.4092, 8.120, 15.30543, 242.37511
10.365, -73.8487, 163.164, 31.4092, 8.120, 15.28883, 242.31148
10.365, -73.8498, 163.160, 31.4092, 8.129, 15.27262, 242.24886
10.365, -73.8518, 163.152, 31.4092, 8.142, 15.24899, 242.15684
10.365, -73.8534, 163.146, 31.4092, 8.149, 15.22471, 242.06292
10.366, -73.8539, 163.144, 31.4092, 8.151, 15.21660, 242.03158
10.366, -73.8559, 163.137, 31.4092, 8.149, 15.19279, 241.93866
10.366, -73.8579, 163.130, 31.4092, 8.149, 15.16900, 241.84572
10.366, -73.8579, 163.129, 31.4092, 8.144, 15.16044, 241.81337
10.367, -73.8600, 163.122, 31.4092, 8.125, 15.13673, 241.72048
10.367, -73.8622, 163.113, 31.4092, 8.110, 15.11359, 241.62944
10.367, -73.8646, 163.105, 31.4092, 8.103, 15.08155, 241.50426
10.367, -73.8661, 163.099, 31.4092, 8.100, 15.05740, 241.41030
10.367, -73.8664, 163.098, 31.4092, 8.103, 15.05779, 241.41129
10.368, -73.8681, 163.091, 31.4092, 8.103, 15.02525, 241.28504
10.368, -73.8703, 163.083, 31.4092, 8.107, 14.99325, 241.15980
10.368, -73.8709, 163.081, 31.4092, 8.105, 14.99402, 241.16179
10.369, -73.8725, 163.075, 31.4092, 8.103, 14.97002, 241.06787
10.369, -73.8746, 163.067, 31.4092, 8.098, 14.94678, 240.97593
10.369, -73.8759, 163.062, 31.4092, 8.100, 14.92245, 240.88102
10.369, -73.8767, 163.059, 31.4092, 8.088, 14.91485, 240.85069
10.370, -73.8788, 163.052, 31.4092, 8.083, 14.89143, 240.75783
10.370, -73.8809, 163.044, 31.4092, 8.083, 14.85958, 240.63259
10.371, -73.8855, 163.028, 31.4092, 8.098, 14.80490, 240.41553
10.371, -73.8862, 163.025, 31.4092, 8.085, 14.79729, 240.38517
10.371, -73.8876, 163.020, 31.4092, 8.100, 14.78185, 240.32357
10.371, -73.8897, 163.013, 31.4092, 8.100, 14.75859, 240.23070
10.371, -73.8901, 163.012, 31.4092, 8.098, 14.75037, 240.19846
10.372, -73.8923, 163.004, 31.4092, 8.090, 14.72743, 240.10653
10.372, -73.8951, 162.994, 31.4092, 8.090, 14.69667, 239.98334
10.373, -73.8993, 162.980, 31.4092, 8.093, 14.64178, 239.76437
10.373, -73.9005, 162.975, 31.4092, 8.090, 14.63496, 239.73598
10.373, -73.9031, 162.966, 31.4029, 8.098, 14.60401, 239.61183
10.373, -73.9037, 162.963, 31.3942, 8.090, 14.59644, 239.58148
10.374, -73.9058, 162.956, 31.3651, 8.095, 14.56482, 239.45534
10.374, -73.9059, 162.955, 31.3624, 8.093, 14.56511, 239.45630
10.374, -73.9082, 162.947, 31.3457, 8.083, 14.54245, 239.36442
10.374, -73.9105, 162.938, 31.3441, 8.081, 14.51149, 239.24019
