# mission day, lat, long, alt, (pressure?), topocentric ra, dec
1.636, -82.8819, 115.356, 34.2757, 5.524, 280.48637, -23.08372
1.636, -82.8817, 115.351, 34.2757, 5.524, 280.48650, -23.08371
1.636, -82.8814, 115.342, 34.2771, 5.521, 280.48674, -23.08369
1.636, -82.8810, 115.326, 34.2819, 5.521, 280.48710, -23.08367
1.637, -82.8805, 115.310, 34.2809, 5.521, 280.48746, -23.08364
1.637, -82.8804, 115.309, 34.2804, 5.524, 280.48749, -23.08364
1.637, -82.8794, 115.276, 34.2608, 5.536, 280.48823, -23.08359
1.638, -82.8793, 115.272, 34.2577, 5.531, 280.48834, -23.08358
1.638, -82.8790, 115.262, 34.2500, 5.538, 280.48860, -23.08357
1.638, -82.8786, 115.248, 34.2389, 5.538, 280.48896, -23.08354
1.640, -82.8762, 115.174, 34.2496, 5.468, 280.49043, -23.08344
1.640, -82.8759, 115.165, 34.2498, 5.460, 280.49063, -23.08343
1.641, -82.8742, 115.115, 34.2509, 5.531, 280.49169, -23.08336
1.642, -82.8725, 115.065, 34.2519, 5.541, 280.49276, -23.08329
1.642, -82.8721, 115.054, 34.2522, 5.531, 280.49300, -23.08327
1.642, -82.8715, 115.036, 34.2526, 5.521, 280.49337, -23.08325
1.642, -82.8711, 115.027, 34.2528, 5.531, 280.49357, -23.08324
1.643, -82.8703, 115.002, 34.2533, 5.516, 280.49411, -23.08320
1.643, -82.8702, 115.001, 34.2533, 5.516, 280.49414, -23.08320
1.643, -82.8696, 114.983, 34.2537, 5.516, 280.49452, -23.08318
1.644, -82.8690, 114.966, 34.2541, 5.521, 280.49488, -23.08315
1.644, -82.8687, 114.958, 34.2543, 5.516, 280.49505, -23.08314
1.644, -82.8684, 114.949, 34.2545, 5.519, 280.49524, -23.08313
1.645, -82.8667, 114.898, 34.2567, 5.512, 280.49634, -23.08306
1.645, -82.8662, 114.881, 34.2591, 5.507, 280.49670, -23.08304
1.645, -82.8661, 114.879, 34.2594, 5.509, 280.49674, -23.08303
1.646, -82.8656, 114.863, 34.2615, 5.504, 280.49707, -23.08301
1.646, -82.8648, 114.838, 34.2651, 5.504, 280.49761, -23.08298
1.646, -82.8645, 114.829, 34.2664, 5.514, 280.49781, -23.08297
1.647, -82.8640, 114.812, 34.2687, 5.524, 280.49817, -23.08295
1.647, -82.8635, 114.798, 34.2708, 5.524, 280.49848, -23.08293
1.647, -82.8634, 114.795, 34.2711, 5.526, 280.49853, -23.08292
1.648, -82.8628, 114.776, 34.2738, 5.534, 280.49894, -23.08290
1.648, -82.8623, 114.760, 34.2761, 5.534, 280.49929, -23.08288
1.648, -82.8623, 114.759, 34.2762, 5.534, 280.49931, -23.08288
1.648, -82.8617, 114.741, 34.2787, 5.534, 280.49969, -23.08285
1.648, -82.8614, 114.729, 34.2810, 5.534, 280.49991, -23.08284
1.649, -82.8611, 114.721, 34.2833, 5.531, 280.50004, -23.08283
1.649, -82.8598, 114.673, 34.2962, 5.531, 280.50077, -23.08279
1.650, -82.8593, 114.655, 34.2924, 5.536, 280.50111, -23.08277
1.650, -82.8588, 114.635, 34.2871, 5.543, 280.50151, -23.08275
1.650, -82.8587, 114.632, 34.2861, 5.536, 280.50158, -23.08274
1.650, -82.8583, 114.617, 34.2822, 5.546, 280.50186, -23.08273
1.651, -82.8577, 114.598, 34.2770, 5.546, 280.50225, -23.08270
1.651, -82.8577, 114.597, 34.2767, 5.548, 280.50226, -23.08270
1.652, -82.8562, 114.543, 34.2623, 5.551, 280.50333, -23.08264
1.652, -82.8557, 114.524, 34.2588, 5.551, 280.50371, -23.08262
1.652, -82.8553, 114.510, 34.2601, 5.551, 280.50397, -23.08261
1.652, -82.8551, 114.503, 34.2607, 5.556, 280.50410, -23.08260
1.653, -82.8546, 114.483, 34.2612, 5.556, 280.50445, -23.08258
1.653, -82.8541, 114.464, 34.2577, 5.563, 280.50480, -23.08256
1.653, -82.8540, 114.463, 34.2575, 5.563, 280.50482, -23.08256
1.654, -82.8529, 114.419, 34.2497, 5.568, 280.50562, -23.08251
1.654, -82.8519, 114.383, 34.2447, 5.568, 280.50631, -23.08248
1.655, -82.8518, 114.376, 34.2438, 5.568, 280.50643, -23.08247
1.655, -82.8514, 114.363, 34.2420, 5.570, 280.50669, -23.08246
1.655, -82.8509, 114.343, 34.2393, 5.570, 280.50705, -23.08244
1.655, -82.8506, 114.330, 34.2376, 5.570, 280.50730, -23.08242
1.655, -82.8504, 114.324, 34.2367, 5.573, 280.50742, -23.08242
1.656, -82.8500, 114.305, 34.2339, 5.575, 280.50779, -23.08240
1.656, -82.8495, 114.285, 34.2305, 5.582, 280.50817, -23.08238
1.656, -82.8495, 114.284, 34.2303, 5.575, 280.50819, -23.08237
1.657, -82.8490, 114.265, 34.2271, 5.580, 280.50855, -23.08235
1.657, -82.8485, 114.242, 34.2222, 5.580, 280.50904, -23.08233
1.658, -82.8476, 114.202, 34.2124, 5.580, 280.50992, -23.08228
1.658, -82.8475, 114.196, 34.2110, 5.580, 280.51004, -23.08227
1.658, -82.8471, 114.179, 34.2069, 5.575, 280.51042, -23.08225
1.659, -82.8463, 114.145, 34.2066, 5.570, 280.51079, -23.08224
1.659, -82.8458, 114.122, 34.2060, 5.568, 280.51119, -23.08222
1.659, -82.8454, 114.103, 34.2054, 5.563, 280.51154, -23.08220
1.660, -82.8450, 114.086, 34.2039, 5.563, 280.51187, -23.08218
1.660, -82.8440, 114.039, 34.2002, 5.558, 280.51274, -23.08214
1.661, -82.8431, 114.003, 34.1981, 5.548, 280.51339, -23.08211
1.661, -82.8428, 113.991, 34.1974, 5.553, 280.51362, -23.08210
1.661, -82.8426, 113.983, 34.1978, 5.541, 280.51377, -23.08209
1.662, -82.8421, 113.963, 34.2018, 5.538, 280.51416, -23.08207
1.662, -82.8420, 113.958, 34.2028, 5.541, 280.51425, -23.08206
1.662, -82.8416, 113.943, 34.2057, 5.534, 280.51453, -23.08205
1.663, -82.8409, 113.911, 34.2121, 5.531, 280.51514, -23.08202
1.663, -82.8398, 113.865, 34.2213, 5.529, 280.51602, -23.08198
1.664, -82.8392, 113.843, 34.2257, 5.526, 280.51644, -23.08196
1.664, -82.8387, 113.822, 34.2298, 5.521, 280.51683, -23.08194
1.664, -82.8386, 113.819, 34.2306, 5.526, 280.51691, -23.08193
1.665, -82.8383, 113.805, 34.2337, 5.521, 280.51718, -23.08192
1.665, -82.8379, 113.788, 34.2377, 5.521, 280.51753, -23.08190
1.665, -82.8378, 113.785, 34.2385, 5.521, 280.51760, -23.08190
1.666, -82.8368, 113.743, 34.2544, 5.521, 280.51842, -23.08186
1.666, -82.8358, 113.700, 34.2677, 5.526, 280.51926, -23.08182
1.667, -82.8356, 113.690, 34.2687, 5.524, 280.51947, -23.08181
1.667, -82.8352, 113.671, 34.2704, 5.529, 280.51987, -23.08179
1.667, -82.8351, 113.669, 34.2705, 5.526, 280.51990, -23.08179
1.667, -82.8345, 113.640, 34.2717, 5.526, 280.52024, -23.08178
1.668, -82.8339, 113.620, 34.2728, 5.524, 280.52063, -23.08176
1.668, -82.8338, 113.614, 34.2733, 5.524, 280.52079, -23.08175
1.668, -82.8336, 113.607, 34.2739, 5.524, 280.52101, -23.08174
1.669, -82.8330, 113.577, 34.2740, 5.524, 280.52170, -23.08170
1.669, -82.8323, 113.544, 34.2721, 5.526, 280.52234, -23.08167
1.669, -82.8321, 113.533, 34.2715, 5.529, 280.52254, -23.08166
1.670, -82.8317, 113.512, 34.2703, 5.529, 280.52294, -23.08164
1.670, -82.8314, 113.496, 34.2694, 5.529, 280.52325, -23.08163
1.670, -82.8313, 113.493, 34.2692, 5.529, 280.52331, -23.08162
1.671, -82.8298, 113.416, 34.2649, 5.509, 280.52478, -23.08156
1.671, -82.8298, 113.416, 34.2648, 5.502, 280.52479, -23.08155
1.672, -82.8293, 113.392, 34.2635, 5.538, 280.52526, -23.08153
1.672, -82.8289, 113.371, 34.2623, 5.543, 280.52566, -23.08151
1.672, -82.8288, 113.368, 34.2621, 5.541, 280.52571, -23.08151
1.673, -82.8285, 113.351, 34.2611, 5.551, 280.52604, -23.08150
1.673, -82.8282, 113.335, 34.2602, 5.551, 280.52635, -23.08148
1.674, -82.8273, 113.291, 34.2577, 5.558, 280.52720, -23.08144
1.674, -82.8269, 113.272, 34.2567, 5.563, 280.52756, -23.08142
1.674, -82.8265, 113.251, 34.2555, 5.570, 280.52798, -23.08141
1.674, -82.8264, 113.244, 34.2551, 5.568, 280.52811, -23.08140
1.675, -82.8261, 113.231, 34.2543, 5.578, 280.52837, -23.08139
1.675, -82.8254, 113.195, 34.2523, 5.578, 280.52907, -23.08135
1.676, -82.8248, 113.161, 34.2504, 5.580, 280.52972, -23.08132
1.676, -82.8246, 113.152, 34.2499, 5.575, 280.52990, -23.08131
1.676, -82.8241, 113.130, 34.2486, 5.573, 280.53033, -23.08129
1.677, -82.8238, 113.115, 34.2477, 5.573, 280.53063, -23.08128
1.677, -82.8238, 113.112, 34.2474, 5.568, 280.53069, -23.08128
1.677, -82.8236, 113.090, 34.2456, 5.568, 280.53110, -23.08126
1.677, -82.8233, 113.071, 34.2438, 5.568, 280.53147, -23.08124
1.677, -82.8233, 113.067, 34.2435, 5.568, 280.53154, -23.08124
1.678, -82.8231, 113.050, 34.2420, 5.575, 280.53187, -23.08122
1.678, -82.8229, 113.033, 34.2405, 5.575, 280.53219, -23.08120
1.678, -82.8228, 113.029, 34.2402, 5.570, 280.53227, -23.08120
1.679, -82.8223, 112.988, 34.2366, 5.563, 280.53306, -23.08116
1.679, -82.8220, 112.967, 34.2347, 5.556, 280.53347, -23.08114
1.679, -82.8218, 112.947, 34.2330, 5.546, 280.53385, -23.08112
1.680, -82.8217, 112.940, 34.2324, 5.546, 280.53399, -23.08112
1.680, -82.8213, 112.906, 34.2294, 5.543, 280.53465, -23.08109
1.680, -82.8211, 112.892, 34.2282, 5.543, 280.53492, -23.08107
1.681, -82.8210, 112.885, 34.2275, 5.548, 280.53506, -23.08107
1.681, -82.8208, 112.863, 34.2256, 5.556, 280.53549, -23.08104
1.681, -82.8206, 112.845, 34.2240, 5.560, 280.53583, -23.08103
1.681, -82.8205, 112.844, 34.2240, 5.558, 280.53584, -23.08103
1.682, -82.8203, 112.824, 34.2222, 5.563, 280.53624, -23.08101
1.682, -82.8201, 112.804, 34.2205, 5.558, 280.53661, -23.08099
1.682, -82.8200, 112.796, 34.2204, 5.558, 280.53677, -23.08098
1.683, -82.8197, 112.761, 34.2245, 5.541, 280.53742, -23.08095
1.683, -82.8195, 112.740, 34.2270, 5.536, 280.53781, -23.08093
1.683, -82.8193, 112.716, 34.2297, 5.538, 280.53825, -23.08091
1.683, -82.8193, 112.716, 34.2298, 5.536, 280.53825, -23.08091
1.684, -82.8191, 112.694, 34.2323, 5.541, 280.53865, -23.08089
1.684, -82.8188, 112.664, 34.2358, 5.543, 280.53919, -23.08086
1.684, -82.8187, 112.653, 34.2372, 5.548, 280.53941, -23.08085
1.685, -82.8185, 112.630, 34.2398, 5.551, 280.53982, -23.08083
1.685, -82.8184, 112.613, 34.2418, 5.551, 280.54014, -23.08081
1.685, -82.8184, 112.609, 34.2423, 5.546, 280.54022, -23.08081
1.685, -82.8182, 112.587, 34.2448, 5.541, 280.54062, -23.08079
1.686, -82.8181, 112.577, 34.2460, 5.543, 280.54081, -23.08078
1.686, -82.8180, 112.565, 34.2474, 5.541, 280.54103, -23.08077
1.687, -82.8176, 112.512, 34.2544, 5.543, 280.54198, -23.08072
1.687, -82.8174, 112.476, 34.2604, 5.556, 280.54260, -23.08069
1.687, -82.8173, 112.475, 34.2606, 5.565, 280.54262, -23.08069
1.687, -82.8172, 112.450, 34.2648, 5.560, 280.54305, -23.08066
1.688, -82.8171, 112.427, 34.2617, 5.558, 280.54348, -23.08064
1.688, -82.8171, 112.427, 34.2616, 5.560, 280.54348, -23.08064
1.688, -82.8171, 112.406, 34.2593, 5.553, 280.54386, -23.08062
1.689, -82.8170, 112.337, 34.2596, 5.536, 280.54507, -23.08055
1.689, -82.8170, 112.327, 34.2597, 5.536, 280.54523, -23.08054
1.690, -82.8170, 112.312, 34.2598, 5.536, 280.54549, -23.08053
1.690, -82.8170, 112.289, 34.2599, 5.541, 280.54590, -23.08051
1.690, -82.8169, 112.266, 34.2600, 5.548, 280.54629, -23.08049
1.690, -82.8169, 112.260, 34.2600, 5.546, 280.54640, -23.08048
1.691, -82.8169, 112.245, 34.2562, 5.556, 280.54671, -23.08046
1.691, -82.8169, 112.228, 34.2499, 5.558, 280.54709, -23.08044
1.691, -82.8169, 112.212, 34.2495, 5.556, 280.54741, -23.08042
1.691, -82.8170, 112.208, 34.2500, 5.558, 280.54749, -23.08042
1.692, -82.8170, 112.187, 34.2525, 5.556, 280.54789, -23.08039
1.692, -82.8170, 112.175, 34.2539, 5.556, 280.54811, -23.08038
1.692, -82.8170, 112.165, 34.2550, 5.551, 280.54828, -23.08037
1.692, -82.8171, 112.141, 34.2578, 5.543, 280.54874, -23.08034
1.693, -82.8171, 112.124, 34.2638, 5.543, 280.54907, -23.08032
1.693, -82.8171, 112.120, 34.2653, 5.541, 280.54914, -23.08032
1.693, -82.8172, 112.099, 34.2730, 5.546, 280.54951, -23.08030
1.693, -82.8173, 112.076, 34.2740, 5.551, 280.54993, -23.08027
1.694, -82.8174, 112.052, 34.2728, 5.558, 280.55035, -23.08025
1.694, -82.8176, 112.020, 34.2692, 5.565, 280.55097, -23.08021
1.694, -82.8176, 112.012, 34.2682, 5.565, 280.55114, -23.08020
1.695, -82.8177, 111.989, 34.2657, 5.565, 280.55157, -23.08017
1.695, -82.8178, 111.969, 34.2634, 5.563, 280.55196, -23.08015
1.695, -82.8179, 111.944, 34.2631, 5.556, 280.55240, -23.08012
1.696, -82.8180, 111.922, 34.2631, 5.548, 280.55276, -23.08010
1.696, -82.8181, 111.903, 34.2631, 5.548, 280.55310, -23.08008
1.696, -82.8182, 111.875, 34.2631, 5.543, 280.55359, -23.08005
1.697, -82.8183, 111.851, 34.2631, 5.548, 280.55402, -23.08002
1.697, -82.8184, 111.849, 34.2631, 5.543, 280.55406, -23.08002
1.698, -82.8185, 111.809, 34.2631, 5.560, 280.55478, -23.07997
1.698, -82.8186, 111.782, 34.2631, 5.568, 280.55524, -23.07994
1.699, -82.8188, 111.734, 34.2579, 5.568, 280.55603, -23.07989
1.699, -82.8188, 111.708, 34.2475, 5.570, 280.55646, -23.07986
1.699, -82.8189, 111.685, 34.2417, 5.568, 280.55686, -23.07983
1.699, -82.8189, 111.679, 34.2423, 5.570, 280.55696, -23.07982
1.700, -82.8190, 111.639, 34.2473, 5.570, 280.55768, -23.07978
1.700, -82.8191, 111.626, 34.2490, 5.570, 280.55792, -23.07976
1.701, -82.8193, 111.575, 34.2522, 5.573, 280.55887, -23.07969
1.701, -82.8194, 111.557, 34.2469, 5.563, 280.55927, -23.07967
1.702, -82.8195, 111.538, 34.2414, 5.558, 280.55969, -23.07964
1.702, -82.8196, 111.533, 34.2399, 5.563, 280.55980, -23.07963
1.702, -82.8197, 111.502, 34.2309, 5.556, 280.56048, -23.07958
1.703, -82.8199, 111.479, 34.2303, 5.560, 280.56092, -23.07955
1.703, -82.8201, 111.457, 34.2308, 5.568, 280.56132, -23.07952
1.703, -82.8202, 111.437, 34.2301, 5.570, 280.56168, -23.07950
1.704, -82.8204, 111.412, 34.2292, 5.578, 280.56212, -23.07946
1.704, -82.8206, 111.390, 34.2276, 5.573, 280.56254, -23.07943
1.704, -82.8206, 111.385, 34.2272, 5.573, 280.56264, -23.07943
1.704, -82.8207, 111.369, 34.2260, 5.563, 280.56294, -23.07940
1.705, -82.8209, 111.348, 34.2280, 5.556, 280.56332, -23.07938
1.705, -82.8210, 111.336, 34.2300, 5.556, 280.56353, -23.07936
1.705, -82.8210, 111.324, 34.2320, 5.551, 280.56372, -23.07935
1.706, -82.8212, 111.300, 34.2389, 5.548, 280.56413, -23.07932
1.706, -82.8214, 111.281, 34.2453, 5.548, 280.56448, -23.07929
1.706, -82.8215, 111.255, 34.2482, 5.558, 280.56493, -23.07925
1.707, -82.8217, 111.233, 34.2490, 5.565, 280.56533, -23.07922
1.707, -82.8218, 111.228, 34.2490, 5.560, 280.56542, -23.07922
1.707, -82.8222, 111.184, 34.2341, 5.570, 280.56609, -23.07917
1.707, -82.8222, 111.180, 34.2328, 5.570, 280.56616, -23.07916
1.708, -82.8225, 111.157, 34.2280, 5.573, 280.56656, -23.07913
1.708, -82.8228, 111.132, 34.2242, 5.570, 280.56702, -23.07909
1.709, -82.8232, 111.088, 34.2380, 5.570, 280.56779, -23.07903
1.709, -82.8234, 111.076, 34.2397, 5.568, 280.56797, -23.07902
1.709, -82.8235, 111.064, 34.2413, 5.568, 280.56817, -23.07900
1.709, -82.8238, 111.039, 34.2447, 5.565, 280.56856, -23.07897
1.709, -82.8239, 111.034, 34.2454, 5.568, 280.56865, -23.07896
1.710, -82.8241, 111.014, 34.2481, 5.565, 280.56896, -23.07894
1.710, -82.8245, 110.988, 34.2505, 5.556, 280.56940, -23.07890
1.710, -82.8245, 110.984, 34.2489, 5.560, 280.56952, -23.07889
1.710, -82.8247, 110.975, 34.2457, 5.556, 280.56977, -23.07887
1.711, -82.8249, 110.962, 34.2405, 5.551, 280.57015, -23.07884
1.711, -82.8250, 110.952, 34.2367, 5.551, 280.57045, -23.07882
1.711, -82.8251, 110.948, 34.2351, 5.553, 280.57056, -23.07881
1.712, -82.8259, 110.903, 34.2310, 5.556, 280.57112, -23.07876
1.712, -82.8269, 110.846, 34.2273, 5.570, 280.57174, -23.07871
1.712, -82.8272, 110.828, 34.2280, 5.578, 280.57206, -23.07868
1.712, -82.8273, 110.821, 34.2283, 5.580, 280.57219, -23.07867
1.713, -82.8284, 110.765, 34.2302, 5.582, 280.57300, -23.07860
1.714, -82.8290, 110.737, 34.2321, 5.575, 280.57337, -23.07856
1.714, -82.8295, 110.712, 34.2371, 5.563, 280.57378, -23.07853
1.714, -82.8299, 110.690, 34.2416, 5.556, 280.57414, -23.07850
1.714, -82.8301, 110.682, 34.2434, 5.560, 280.57428, -23.07849
1.715, -82.8305, 110.665, 34.2470, 5.551, 280.57454, -23.07846
1.715, -82.8310, 110.640, 34.2496, 5.551, 280.57494, -23.07843
1.715, -82.8315, 110.615, 34.2484, 5.553, 280.57534, -23.07839
1.716, -82.8325, 110.566, 34.2324, 5.548, 280.57611, -23.07832
1.716, -82.8330, 110.540, 34.2224, 5.548, 280.57651, -23.07829
1.717, -82.8334, 110.518, 34.2154, 5.548, 280.57687, -23.07826
1.717, -82.8335, 110.515, 34.2144, 5.543, 280.57692, -23.07825
1.717, -82.8339, 110.490, 34.2124, 5.538, 280.57731, -23.07822
1.717, -82.8343, 110.466, 34.2178, 5.536, 280.57769, -23.07818
1.717, -82.8344, 110.460, 34.2192, 5.536, 280.57778, -23.07817
1.718, -82.8348, 110.441, 34.2234, 5.529, 280.57808, -23.07815
1.718, -82.8354, 110.402, 34.2322, 5.529, 280.57870, -23.07809
1.718, -82.8356, 110.393, 34.2343, 5.529, 280.57884, -23.07808
1.719, -82.8360, 110.367, 34.2401, 5.529, 280.57926, -23.07804
1.719, -82.8364, 110.347, 34.2446, 5.529, 280.57957, -23.07801
1.719, -82.8369, 110.318, 34.2510, 5.531, 280.58001, -23.07797
1.720, -82.8373, 110.292, 34.2537, 5.529, 280.58040, -23.07794
1.720, -82.8374, 110.284, 34.2540, 5.531, 280.58052, -23.07793
1.720, -82.8381, 110.246, 34.2584, 5.519, 280.58109, -23.07787
1.720, -82.8381, 110.241, 34.2595, 5.514, 280.58117, -23.07787
1.721, -82.8385, 110.219, 34.2648, 5.504, 280.58155, -23.07783
1.721, -82.8389, 110.195, 34.2711, 5.492, 280.58193, -23.07780
1.721, -82.8390, 110.188, 34.2731, 5.502, 280.58206, -23.07779
1.722, -82.8396, 110.146, 34.2797, 5.492, 280.58273, -23.07773
1.722, -82.8398, 110.131, 34.2810, 5.492, 280.58296, -23.07770
1.723, -82.8403, 110.093, 34.2842, 5.502, 280.58353, -23.07765
1.723, -82.8406, 110.076, 34.2842, 5.504, 280.58385, -23.07762
1.723, -82.8408, 110.057, 34.2837, 5.502, 280.58426, -23.07759
1.723, -82.8409, 110.044, 34.2873, 5.504, 280.58448, -23.07757
1.724, -82.8413, 110.013, 34.2956, 5.499, 280.58499, -23.07752
1.724, -82.8416, 109.991, 34.3017, 5.499, 280.58538, -23.07749
1.724, -82.8416, 109.990, 34.3020, 5.507, 280.58540, -23.07749
1.725, -82.8421, 109.947, 34.3101, 5.512, 280.58614, -23.07742
1.725, -82.8423, 109.924, 34.3134, 5.512, 280.58652, -23.07739
1.726, -82.8425, 109.903, 34.3167, 5.504, 280.58690, -23.07736
