# mission day, lat, long, alt, (pressure?), topocentric ra, dec
7.842, -73.9416, -142.495, 34.3153, 5.521, 287.31745, -22.48402
7.842, -73.9418, -142.501, 34.3141, 5.524, 287.31782, -22.48398
7.843, -73.9419, -142.503, 34.3140, 5.524, 287.31796, -22.48396
7.843, -73.9420, -142.506, 34.3140, 5.526, 287.31820, -22.48394
7.843, -73.9422, -142.512, 34.3164, 5.529, 287.31858, -22.48390
7.843, -73.9424, -142.516, 34.3188, 5.529, 287.31886, -22.48386
7.843, -73.9424, -142.517, 34.3193, 5.529, 287.31893, -22.48386
7.844, -73.9426, -142.523, 34.3227, 5.531, 287.31932, -22.48381
7.844, -73.9428, -142.529, 34.3257, 5.531, 287.31969, -22.48377
7.844, -73.9430, -142.534, 34.3261, 5.531, 287.32001, -22.48374
7.845, -73.9432, -142.541, 34.3259, 5.534, 287.32045, -22.48369
7.845, -73.9433, -142.544, 34.3240, 5.531, 287.32066, -22.48366
7.845, -73.9434, -142.547, 34.3221, 5.534, 287.32083, -22.48364
7.845, -73.9436, -142.553, 34.3180, 5.534, 287.32121, -22.48360
7.846, -73.9437, -142.558, 34.3117, 5.534, 287.32154, -22.48356
7.846, -73.9437, -142.559, 34.3108, 5.534, 287.32159, -22.48356
7.846, -73.9439, -142.564, 34.3034, 5.536, 287.32197, -22.48352
7.847, -73.9441, -142.570, 34.2943, 5.534, 287.32236, -22.48347
7.847, -73.9442, -142.571, 34.2928, 5.536, 287.32244, -22.48346
7.847, -73.9443, -142.576, 34.2863, 5.536, 287.32272, -22.48343
7.847, -73.9444, -142.581, 34.2787, 5.536, 287.32307, -22.48339
7.847, -73.9445, -142.582, 34.2773, 5.538, 287.32314, -22.48339
7.848, -73.9448, -142.593, 34.2646, 5.548, 287.32393, -22.48330
7.848, -73.9448, -142.594, 34.2640, 5.541, 287.32397, -22.48329
7.848, -73.9450, -142.598, 34.2607, 5.558, 287.32430, -22.48326
7.849, -73.9451, -142.603, 34.2581, 5.568, 287.32466, -22.48322
7.849, -73.9452, -142.606, 34.2567, 5.560, 287.32486, -22.48319
7.849, -73.9452, -142.609, 34.2560, 5.570, 287.32502, -22.48318
7.849, -73.9453, -142.614, 34.2542, 5.570, 287.32540, -22.48313
7.850, -73.9455, -142.620, 34.2524, 5.573, 287.32577, -22.48309
7.850, -73.9455, -142.620, 34.2524, 5.570, 287.32578, -22.48309
7.850, -73.9456, -142.625, 34.2503, 5.568, 287.32616, -22.48305
7.850, -73.9456, -142.631, 34.2488, 5.560, 287.32653, -22.48301
7.850, -73.9457, -142.633, 34.2485, 5.568, 287.32665, -22.48299
7.851, -73.9457, -142.637, 34.2477, 5.556, 287.32691, -22.48297
7.851, -73.9457, -142.641, 34.2470, 5.556, 287.32723, -22.48293
7.851, -73.9457, -142.642, 34.2469, 5.553, 287.32729, -22.48292
7.851, -73.9458, -142.648, 34.2460, 5.556, 287.32769, -22.48288
7.852, -73.9458, -142.653, 34.2462, 5.560, 287.32805, -22.48284
7.852, -73.9458, -142.655, 34.2464, 5.556, 287.32813, -22.48283
7.852, -73.9459, -142.659, 34.2470, 5.568, 287.32843, -22.48280
7.852, -73.9459, -142.666, 34.2454, 5.568, 287.32876, -22.48276
7.852, -73.9459, -142.668, 34.2450, 5.568, 287.32883, -22.48275
7.853, -73.9460, -142.673, 34.2420, 5.573, 287.32921, -22.48271
7.853, -73.9460, -142.676, 34.2388, 5.575, 287.32959, -22.48267
7.853, -73.9460, -142.677, 34.2376, 5.575, 287.32966, -22.48266
7.854, -73.9461, -142.682, 34.2290, 5.575, 287.32998, -22.48262
7.854, -73.9462, -142.687, 34.2186, 5.568, 287.33036, -22.48258
7.854, -73.9462, -142.689, 34.2152, 5.568, 287.33049, -22.48257
7.854, -73.9463, -142.693, 34.2080, 5.563, 287.33076, -22.48254
7.855, -73.9464, -142.698, 34.1998, 5.560, 287.33115, -22.48249
7.855, -73.9466, -142.703, 34.1981, 5.560, 287.33154, -22.48245
7.855, -73.9467, -142.707, 34.1985, 5.568, 287.33192, -22.48241
7.856, -73.9469, -142.711, 34.2032, 5.568, 287.33222, -22.48237
7.856, -73.9470, -142.712, 34.2045, 5.578, 287.33231, -22.48236
7.856, -73.9472, -142.717, 34.2108, 5.585, 287.33269, -22.48232
7.856, -73.9475, -142.721, 34.2170, 5.585, 287.33306, -22.48228
7.856, -73.9475, -142.721, 34.2171, 5.595, 287.33307, -22.48228
7.857, -73.9479, -142.726, 34.2216, 5.600, 287.33345, -22.48224
7.857, -73.9483, -142.730, 34.2204, 5.600, 287.33381, -22.48220
7.857, -73.9485, -142.733, 34.2197, 5.602, 287.33400, -22.48218
7.857, -73.9487, -142.735, 34.2171, 5.597, 287.33420, -22.48215
7.858, -73.9491, -142.739, 34.2102, 5.590, 287.33457, -22.48211
7.858, -73.9495, -142.742, 34.2054, 5.597, 287.33484, -22.48208
7.858, -73.9496, -142.744, 34.2034, 5.582, 287.33496, -22.48207
7.858, -73.9501, -142.749, 34.1975, 5.573, 287.33535, -22.48202
7.859, -73.9502, -142.750, 34.1956, 5.575, 287.33547, -22.48201
7.859, -73.9505, -142.753, 34.1957, 5.568, 287.33571, -22.48198
7.859, -73.9512, -142.761, 34.1996, 5.560, 287.33636, -22.48191
7.859, -73.9514, -142.763, 34.2016, 5.558, 287.33649, -22.48190
7.860, -73.9518, -142.768, 34.2068, 5.560, 287.33684, -22.48186
7.860, -73.9522, -142.772, 34.2089, 5.560, 287.33718, -22.48182
7.860, -73.9523, -142.773, 34.2089, 5.560, 287.33726, -22.48181
7.860, -73.9526, -142.777, 34.2086, 5.563, 287.33756, -22.48178
7.861, -73.9531, -142.783, 34.2027, 5.563, 287.33795, -22.48173
7.861, -73.9533, -142.786, 34.1975, 5.563, 287.33816, -22.48171
7.861, -73.9536, -142.788, 34.1929, 5.565, 287.33833, -22.48169
7.861, -73.9540, -142.793, 34.1813, 5.565, 287.33871, -22.48165
7.862, -73.9543, -142.798, 34.1699, 5.565, 287.33905, -22.48161
7.862, -73.9544, -142.798, 34.1685, 5.568, 287.33909, -22.48161
7.862, -73.9548, -142.803, 34.1618, 5.570, 287.33947, -22.48156
7.862, -73.9550, -142.806, 34.1590, 5.570, 287.33969, -22.48154
7.863, -73.9552, -142.808, 34.1569, 5.575, 287.33986, -22.48152
7.863, -73.9556, -142.813, 34.1611, 5.580, 287.34024, -22.48148
7.863, -73.9561, -142.817, 34.1678, 5.582, 287.34062, -22.48143
7.864, -73.9565, -142.821, 34.1793, 5.585, 287.34100, -22.48139
7.864, -73.9570, -142.826, 34.1917, 5.587, 287.34138, -22.48135
7.864, -73.9576, -142.830, 34.2038, 5.587, 287.34169, -22.48132
7.864, -73.9577, -142.831, 34.2051, 5.590, 287.34177, -22.48131
7.865, -73.9582, -142.834, 34.2105, 5.587, 287.34215, -22.48126
7.865, -73.9587, -142.837, 34.2126, 5.585, 287.34250, -22.48122
7.865, -73.9587, -142.838, 34.2126, 5.585, 287.34251, -22.48122
7.865, -73.9593, -142.842, 34.2145, 5.582, 287.34293, -22.48118
7.866, -73.9599, -142.845, 34.2131, 5.578, 287.34329, -22.48114
7.866, -73.9601, -142.846, 34.2126, 5.580, 287.34341, -22.48112
7.866, -73.9605, -142.849, 34.2117, 5.580, 287.34367, -22.48109
7.866, -73.9611, -142.852, 34.2111, 5.573, 287.34405, -22.48105
7.867, -73.9615, -142.855, 34.2107, 5.575, 287.34431, -22.48102
7.867, -73.9617, -142.856, 34.2105, 5.573, 287.34444, -22.48101
7.867, -73.9622, -142.859, 34.2093, 5.578, 287.34480, -22.48097
7.867, -73.9629, -142.863, 34.2071, 5.580, 287.34519, -22.48092
7.867, -73.9629, -142.863, 34.2069, 5.575, 287.34521, -22.48092
7.868, -73.9635, -142.866, 34.2007, 5.590, 287.34557, -22.48088
7.868, -73.9639, -142.868, 34.1963, 5.590, 287.34582, -22.48085
7.868, -73.9642, -142.869, 34.1943, 5.602, 287.34596, -22.48084
7.868, -73.9649, -142.872, 34.1886, 5.604, 287.34633, -22.48080
7.869, -73.9657, -142.875, 34.1833, 5.607, 287.34671, -22.48075
7.869, -73.9665, -142.878, 34.1793, 5.609, 287.34710, -22.48071
7.869, -73.9673, -142.881, 34.1765, 5.609, 287.34748, -22.48067
7.870, -73.9680, -142.883, 34.1755, 5.609, 287.34777, -22.48063
7.870, -73.9682, -142.884, 34.1752, 5.604, 287.34786, -22.48062
7.870, -73.9691, -142.887, 34.1758, 5.604, 287.34824, -22.48058
7.871, -73.9706, -142.892, 34.1819, 5.609, 287.34890, -22.48051
7.871, -73.9706, -142.892, 34.1820, 5.604, 287.34890, -22.48051
7.871, -73.9708, -142.893, 34.1833, 5.617, 287.34902, -22.48049
7.871, -73.9716, -142.896, 34.1875, 5.629, 287.34940, -22.48045
7.871, -73.9719, -142.898, 34.1892, 5.612, 287.34954, -22.48043
7.872, -73.9724, -142.900, 34.1914, 5.641, 287.34979, -22.48041
7.872, -73.9732, -142.903, 34.1946, 5.653, 287.35016, -22.48036
7.872, -73.9736, -142.905, 34.1950, 5.641, 287.35038, -22.48034
7.872, -73.9739, -142.907, 34.1941, 5.661, 287.35055, -22.48032
7.873, -73.9746, -142.911, 34.1921, 5.668, 287.35093, -22.48028
7.873, -73.9747, -142.911, 34.1917, 5.661, 287.35101, -22.48027
7.873, -73.9753, -142.914, 34.1849, 5.668, 287.35131, -22.48024
7.873, -73.9760, -142.918, 34.1760, 5.663, 287.35168, -22.48019
7.873, -73.9764, -142.921, 34.1702, 5.668, 287.35191, -22.48017
7.874, -73.9767, -142.923, 34.1657, 5.663, 287.35207, -22.48015
7.874, -73.9774, -142.927, 34.1557, 5.661, 287.35245, -22.48011
7.874, -73.9776, -142.928, 34.1541, 5.661, 287.35255, -22.48010
7.874, -73.9780, -142.931, 34.1506, 5.661, 287.35281, -22.48007
7.875, -73.9787, -142.935, 34.1454, 5.668, 287.35320, -22.48002
7.875, -73.9793, -142.939, 34.1467, 5.675, 287.35358, -22.47998
7.875, -73.9794, -142.940, 34.1470, 5.663, 287.35364, -22.47997
7.875, -73.9800, -142.943, 34.1481, 5.680, 287.35396, -22.47994
7.876, -73.9810, -142.951, 34.1486, 5.683, 287.35436, -22.47989
7.876, -73.9813, -142.952, 34.1471, 5.675, 287.35454, -22.47987
7.876, -73.9814, -142.953, 34.1455, 5.680, 287.35473, -22.47985
7.876, -73.9818, -142.956, 34.1405, 5.680, 287.35510, -22.47981
7.876, -73.9819, -142.957, 34.1377, 5.680, 287.35518, -22.47980
7.877, -73.9824, -142.960, 34.1275, 5.678, 287.35547, -22.47977
7.877, -73.9830, -142.964, 34.1142, 5.670, 287.35585, -22.47973
7.877, -73.9835, -142.967, 34.1044, 5.673, 287.35609, -22.47970
7.877, -73.9838, -142.968, 34.0975, 5.665, 287.35624, -22.47968
7.878, -73.9846, -142.973, 34.0839, 5.661, 287.35664, -22.47964
7.878, -73.9847, -142.974, 34.0819, 5.663, 287.35672, -22.47963
7.878, -73.9854, -142.977, 34.0750, 5.661, 287.35702, -22.47959
7.878, -73.9862, -142.980, 34.0711, 5.663, 287.35738, -22.47955
7.879, -73.9866, -142.982, 34.0714, 5.663, 287.35756, -22.47953
7.879, -73.9871, -142.984, 34.0719, 5.670, 287.35776, -22.47951
7.879, -73.9881, -142.988, 34.0727, 5.678, 287.35816, -22.47946
7.880, -73.9891, -142.992, 34.0735, 5.683, 287.35854, -22.47942
7.880, -73.9901, -142.996, 34.0743, 5.685, 287.35893, -22.47938
7.880, -73.9909, -142.999, 34.0716, 5.685, 287.35930, -22.47934
7.881, -73.9917, -143.002, 34.0664, 5.683, 287.35968, -22.47929
7.881, -73.9927, -143.006, 34.0603, 5.683, 287.36008, -22.47925
7.881, -73.9934, -143.008, 34.0558, 5.680, 287.36034, -22.47922
7.881, -73.9937, -143.009, 34.0540, 5.680, 287.36045, -22.47920
7.882, -73.9946, -143.013, 34.0519, 5.678, 287.36081, -22.47916
7.882, -73.9958, -143.018, 34.0515, 5.678, 287.36129, -22.47911
7.883, -73.9975, -143.026, 34.0615, 5.687, 287.36197, -22.47903
7.883, -73.9977, -143.027, 34.0631, 5.685, 287.36207, -22.47902
7.883, -73.9984, -143.031, 34.0678, 5.692, 287.36235, -22.47899
7.883, -73.9993, -143.035, 34.0744, 5.702, 287.36273, -22.47895
7.884, -73.9999, -143.038, 34.0750, 5.697, 287.36297, -22.47892
7.884, -74.0002, -143.040, 34.0746, 5.705, 287.36311, -22.47890
7.884, -74.0011, -143.044, 34.0734, 5.712, 287.36348, -22.47886
7.884, -74.0020, -143.049, 34.0670, 5.712, 287.36387, -22.47882
7.885, -74.0025, -143.052, 34.0632, 5.712, 287.36407, -22.47879
7.885, -74.0029, -143.054, 34.0594, 5.714, 287.36426, -22.47877
7.885, -74.0038, -143.059, 34.0525, 5.707, 287.36465, -22.47873
7.885, -74.0045, -143.063, 34.0474, 5.707, 287.36495, -22.47869
7.885, -74.0047, -143.064, 34.0464, 5.702, 287.36502, -22.47869
7.886, -74.0055, -143.068, 34.0462, 5.697, 287.36542, -22.47864
7.886, -74.0065, -143.073, 34.0470, 5.697, 287.36585, -22.47859
7.886, -74.0072, -143.077, 34.0508, 5.700, 287.36618, -22.47855
7.887, -74.0081, -143.082, 34.0551, 5.702, 287.36655, -22.47851
7.887, -74.0088, -143.085, 34.0561, 5.700, 287.36674, -22.47849
7.887, -74.0094, -143.088, 34.0572, 5.712, 287.36694, -22.47847
7.888, -74.0102, -143.092, 34.0568, 5.719, 287.36732, -22.47842
7.888, -74.0103, -143.092, 34.0566, 5.717, 287.36737, -22.47842
7.888, -74.0108, -143.095, 34.0543, 5.729, 287.36770, -22.47838
7.888, -74.0117, -143.099, 34.0481, 5.726, 287.36807, -22.47834
7.888, -74.0120, -143.101, 34.0460, 5.729, 287.36821, -22.47832
7.889, -74.0126, -143.104, 34.0409, 5.724, 287.36847, -22.47829
7.889, -74.0134, -143.108, 34.0322, 5.717, 287.36883, -22.47825
7.889, -74.0140, -143.111, 34.0263, 5.722, 287.36909, -22.47822
7.889, -74.0143, -143.112, 34.0239, 5.712, 287.36923, -22.47821
7.890, -74.0151, -143.116, 34.0173, 5.709, 287.36958, -22.47817
7.890, -74.0159, -143.120, 34.0132, 5.712, 287.36996, -22.47812
7.890, -74.0160, -143.121, 34.0132, 5.709, 287.36998, -22.47812
7.890, -74.0168, -143.125, 34.0136, 5.719, 287.37036, -22.47808
7.891, -74.0177, -143.129, 34.0164, 5.729, 287.37073, -22.47804
7.891, -74.0180, -143.131, 34.0185, 5.719, 287.37087, -22.47802
7.891, -74.0186, -143.134, 34.0221, 5.739, 287.37112, -22.47799
7.891, -74.0195, -143.138, 34.0278, 5.741, 287.37151, -22.47795
7.892, -74.0203, -143.142, 34.0324, 5.741, 287.37183, -22.47791
7.892, -74.0204, -143.143, 34.0335, 5.741, 287.37189, -22.47790
7.892, -74.0213, -143.147, 34.0313, 5.736, 287.37225, -22.47786
7.892, -74.0222, -143.152, 34.0249, 5.731, 287.37266, -22.47782
7.893, -74.0230, -143.157, 34.0151, 5.726, 287.37305, -22.47777
7.893, -74.0238, -143.161, 34.0055, 5.724, 287.37341, -22.47773
7.893, -74.0241, -143.163, 34.0028, 5.724, 287.37356, -22.47772
7.893, -74.0246, -143.166, 34.0003, 5.724, 287.37380, -22.47769
7.894, -74.0256, -143.172, 33.9956, 5.726, 287.37426, -22.47764
7.894, -74.0260, -143.174, 33.9987, 5.724, 287.37446, -22.47761
7.894, -74.0262, -143.176, 34.0002, 5.729, 287.37454, -22.47760
7.894, -74.0269, -143.181, 34.0063, 5.729, 287.37491, -22.47756
7.895, -74.0277, -143.186, 34.0117, 5.734, 287.37530, -22.47752
7.895, -74.0284, -143.191, 34.0168, 5.734, 287.37567, -22.47747
7.896, -74.0291, -143.197, 34.0129, 5.736, 287.37606, -22.47743
7.896, -74.0293, -143.198, 34.0113, 5.734, 287.37618, -22.47742
7.896, -74.0298, -143.202, 34.0081, 5.736, 287.37645, -22.47739
7.896, -74.0304, -143.208, 33.9973, 5.739, 287.37681, -22.47735
7.896, -74.0309, -143.212, 33.9895, 5.739, 287.37708, -22.47731
7.897, -74.0311, -143.214, 33.9860, 5.741, 287.37720, -22.47730
7.897, -74.0318, -143.220, 33.9802, 5.741, 287.37760, -22.47726
7.897, -74.0325, -143.226, 33.9752, 5.746, 287.37797, -22.47721
7.898, -74.0332, -143.232, 33.9808, 5.751, 287.37834, -22.47717
7.898, -74.0341, -143.240, 33.9880, 5.751, 287.37881, -22.47712
7.898, -74.0347, -143.244, 33.9927, 5.758, 287.37908, -22.47709
7.899, -74.0354, -143.250, 33.9986, 5.763, 287.37948, -22.47704
7.899, -74.0359, -143.254, 34.0004, 5.761, 287.37969, -22.47702
7.899, -74.0362, -143.256, 34.0006, 5.766, 287.37986, -22.47700
7.899, -74.0371, -143.262, 33.9996, 5.770, 287.38023, -22.47695
7.899, -74.0371, -143.263, 33.9993, 5.766, 287.38027, -22.47695
7.900, -74.0378, -143.268, 33.9967, 5.773, 287.38063, -22.47691
7.900, -74.0385, -143.273, 33.9939, 5.778, 287.38100, -22.47687
7.900, -74.0388, -143.275, 33.9924, 5.775, 287.38117, -22.47685
7.900, -74.0392, -143.279, 33.9904, 5.778, 287.38139, -22.47682
7.901, -74.0400, -143.285, 33.9874, 5.778, 287.38177, -22.47678
7.901, -74.0406, -143.290, 33.9856, 5.778, 287.38206, -22.47675
7.901, -74.0407, -143.291, 33.9850, 5.780, 287.38214, -22.47674
7.902, -74.0422, -143.304, 33.9802, 5.780, 287.38290, -22.47665
7.902, -74.0422, -143.305, 33.9801, 5.783, 287.38292, -22.47665
7.902, -74.0429, -143.311, 33.9777, 5.780, 287.38328, -22.47661
7.903, -74.0437, -143.319, 33.9727, 5.780, 287.38378, -22.47655
7.903, -74.0440, -143.322, 33.9699, 5.778, 287.38403, -22.47652
7.903, -74.0446, -143.328, 33.9653, 5.775, 287.38444, -22.47647
7.903, -74.0449, -143.332, 33.9625, 5.778, 287.38469, -22.47644
7.904, -74.0451, -143.334, 33.9609, 5.775, 287.38482, -22.47643
7.904, -74.0456, -143.339, 33.9563, 5.770, 287.38518, -22.47639
7.904, -74.0462, -143.345, 33.9513, 5.775, 287.38555, -22.47635
7.904, -74.0463, -143.346, 33.9509, 5.773, 287.38558, -22.47634
7.905, -74.0467, -143.351, 33.9466, 5.773, 287.38593, -22.47630
7.905, -74.0472, -143.356, 33.9431, 5.773, 287.38622, -22.47627
7.905, -74.0473, -143.358, 33.9418, 5.775, 287.38632, -22.47626
7.905, -74.0481, -143.368, 33.9334, 5.775, 287.38696, -22.47619
7.906, -74.0483, -143.369, 33.9318, 5.780, 287.38708, -22.47617
7.906, -74.0487, -143.375, 33.9286, 5.785, 287.38746, -22.47613
7.906, -74.0491, -143.381, 33.9254, 5.790, 287.38785, -22.47608
7.906, -74.0492, -143.383, 33.9252, 5.790, 287.38795, -22.47607
7.907, -74.0495, -143.387, 33.9246, 5.792, 287.38820, -22.47605
7.907, -74.0499, -143.392, 33.9237, 5.795, 287.38858, -22.47600
7.907, -74.0502, -143.396, 33.9244, 5.795, 287.38885, -22.47597
7.907, -74.0503, -143.398, 33.9247, 5.795, 287.38897, -22.47596
7.908, -74.0507, -143.404, 33.9257, 5.792, 287.38934, -22.47592
7.908, -74.0512, -143.409, 33.9269, 5.792, 287.38972, -22.47587
7.908, -74.0512, -143.410, 33.9270, 5.792, 287.38974, -22.47587
7.908, -74.0517, -143.415, 33.9283, 5.792, 287.39011, -22.47583
7.909, -74.0522, -143.420, 33.9300, 5.792, 287.39047, -22.47579
7.909, -74.0524, -143.423, 33.9307, 5.792, 287.39064, -22.47577
7.909, -74.0527, -143.426, 33.9319, 5.797, 287.39088, -22.47574
7.909, -74.0531, -143.431, 33.9345, 5.802, 287.39125, -22.47570
7.909, -74.0532, -143.432, 33.9347, 5.797, 287.39127, -22.47570
7.910, -74.0536, -143.436, 33.9366, 5.810, 287.39162, -22.47566
7.910, -74.0540, -143.442, 33.9373, 5.810, 287.39199, -22.47562
7.910, -74.0541, -143.443, 33.9375, 5.810, 287.39211, -22.47560
7.910, -74.0546, -143.449, 33.9368, 5.807, 287.39238, -22.47557
7.911, -74.0548, -143.453, 33.9346, 5.807, 287.39274, -22.47553
7.911, -74.0550, -143.455, 33.9328, 5.810, 287.39301, -22.47550
7.911, -74.0551, -143.457, 33.9313, 5.802, 287.39312, -22.47549
7.912, -74.0554, -143.462, 33.9266, 5.797, 287.39352, -22.47544
7.912, -74.0555, -143.463, 33.9259, 5.797, 287.39358, -22.47544
7.912, -74.0557, -143.466, 33.9225, 5.797, 287.39385, -22.47541
7.912, -74.0559, -143.470, 33.9191, 5.790, 287.39412, -22.47537
7.912, -74.0561, -143.473, 33.9164, 5.788, 287.39434, -22.47535
7.913, -74.0564, -143.478, 33.9135, 5.788, 287.39471, -22.47531
7.913, -74.0567, -143.483, 33.9121, 5.797, 287.39507, -22.47527
7.913, -74.0569, -143.487, 33.9117, 5.797, 287.39530, -22.47524
7.913, -74.0570, -143.489, 33.9125, 5.807, 287.39546, -22.47522
7.914, -74.0572, -143.494, 33.9146, 5.814, 287.39584, -22.47518
7.914, -74.0574, -143.500, 33.9146, 5.817, 287.39620, -22.47514
7.914, -74.0575, -143.502, 33.9140, 5.814, 287.39639, -22.47512
7.914, -74.0576, -143.505, 33.9133, 5.819, 287.39661, -22.47509
7.915, -74.0578, -143.510, 33.9096, 5.814, 287.39698, -22.47505
7.915, -74.0579, -143.515, 33.9055, 5.807, 287.39730, -22.47502
7.915, -74.0579, -143.515, 33.9053, 5.814, 287.39733, -22.47501
7.915, -74.0581, -143.519, 33.9010, 5.802, 287.39769, -22.47497
7.916, -74.0582, -143.524, 33.8966, 5.802, 287.39808, -22.47493
7.916, -74.0583, -143.525, 33.8956, 5.802, 287.39817, -22.47492
7.916, -74.0584, -143.529, 33.8964, 5.802, 287.39844, -22.47489
7.916, -74.0586, -143.534, 33.8976, 5.805, 287.39884, -22.47484
7.917, -74.0587, -143.536, 33.9007, 5.802, 287.39905, -22.47482
7.917, -74.0589, -143.541, 33.9069, 5.810, 287.39942, -22.47478
7.917, -74.0589, -143.543, 33.9095, 5.814, 287.39957, -22.47476
7.917, -74.0590, -143.544, 33.9112, 5.814, 287.39969, -22.47475
7.917, -74.0591, -143.547, 33.9149, 5.822, 287.39996, -22.47472
7.918, -74.0592, -143.553, 33.9196, 5.827, 287.40036, -22.47467
7.918, -74.0592, -143.557, 33.9167, 5.827, 287.40072, -22.47463
7.918, -74.0592, -143.559, 33.9157, 5.827, 287.40085, -22.47462
7.918, -74.0592, -143.563, 33.9125, 5.827, 287.40111, -22.47459
7.919, -74.0592, -143.568, 33.9026, 5.824, 287.40148, -22.47455
7.919, -74.0591, -143.573, 33.8931, 5.819, 287.40184, -22.47451
7.920, -74.0590, -143.578, 33.8856, 5.822, 287.40225, -22.47446
7.920, -74.0590, -143.579, 33.8843, 5.819, 287.40231, -22.47445
7.920, -74.0590, -143.583, 33.8816, 5.832, 287.40262, -22.47442
7.920, -74.0589, -143.588, 33.8872, 5.839, 287.40298, -22.47438
7.920, -74.0589, -143.592, 33.8907, 5.834, 287.40319, -22.47436
7.921, -74.0588, -143.594, 33.8933, 5.851, 287.40337, -22.47434
7.921, -74.0588, -143.600, 33.8991, 5.858, 287.40374, -22.47429
7.921, -74.0587, -143.604, 33.9026, 5.856, 287.40409, -22.47426
7.921, -74.0587, -143.604, 33.9027, 5.861, 287.40413, -22.47425
7.922, -74.0586, -143.607, 33.9030, 5.861, 287.40450, -22.47421
7.922, -74.0585, -143.610, 33.9010, 5.853, 287.40487, -22.47417
7.922, -74.0584, -143.611, 33.8998, 5.863, 287.40497, -22.47416
7.922, -74.0582, -143.615, 33.8972, 5.846, 287.40526, -22.47413
7.923, -74.0580, -143.619, 33.8940, 5.851, 287.40560, -22.47409
7.923, -74.0579, -143.619, 33.8935, 5.839, 287.40566, -22.47408
7.923, -74.0577, -143.623, 33.8904, 5.836, 287.40601, -22.47404
7.923, -74.0575, -143.626, 33.8884, 5.836, 287.40624, -22.47402
7.923, -74.0574, -143.628, 33.8869, 5.839, 287.40640, -22.47400
7.924, -74.0571, -143.632, 33.8835, 5.846, 287.40678, -22.47396
7.924, -74.0568, -143.636, 33.8802, 5.858, 287.40715, -22.47392
7.924, -74.0567, -143.639, 33.8781, 5.846, 287.40738, -22.47389
7.924, -74.0566, -143.640, 33.8768, 5.868, 287.40752, -22.47388
7.925, -74.0563, -143.645, 33.8763, 5.873, 287.40792, -22.47383
7.925, -74.0560, -143.648, 33.8764, 5.868, 287.40821, -22.47380
7.925, -74.0560, -143.649, 33.8765, 5.873, 287.40830, -22.47379
7.925, -74.0558, -143.652, 33.8714, 5.868, 287.40867, -22.47375
7.926, -74.0557, -143.653, 33.8684, 5.873, 287.40885, -22.47373
7.926, -74.0556, -143.655, 33.8647, 5.863, 287.40906, -22.47371
7.926, -74.0554, -143.657, 33.8583, 5.856, 287.40944, -22.47366
7.926, -74.0551, -143.661, 33.8496, 5.858, 287.40974, -22.47363
7.926, -74.0550, -143.663, 33.8459, 5.851, 287.40981, -22.47362
7.927, -74.0543, -143.672, 33.8261, 5.856, 287.41020, -22.47358
7.927, -74.0541, -143.675, 33.8252, 5.853, 287.41037, -22.47356
7.927, -74.0539, -143.677, 33.8268, 5.858, 287.41055, -22.47354
7.927, -74.0535, -143.682, 33.8300, 5.868, 287.41095, -22.47350
7.928, -74.0532, -143.685, 33.8388, 5.868, 287.41126, -22.47346
7.928, -74.0531, -143.686, 33.8415, 5.875, 287.41135, -22.47345
7.928, -74.0528, -143.691, 33.8519, 5.885, 287.41171, -22.47341
7.929, -74.0524, -143.696, 33.8556, 5.888, 287.41219, -22.47336
7.929, -74.0522, -143.699, 33.8564, 5.880, 287.41247, -22.47333
7.929, -74.0520, -143.703, 33.8472, 5.873, 287.41287, -22.47329
7.930, -74.0517, -143.707, 33.8384, 5.858, 287.41323, -22.47325
7.930, -74.0517, -143.707, 33.8380, 5.873, 287.41324, -22.47324
7.930, -74.0514, -143.711, 33.8261, 5.849, 287.41363, -22.47320
7.930, -74.0510, -143.716, 33.8159, 5.841, 287.41400, -22.47316
7.931, -74.0507, -143.720, 33.8142, 5.844, 287.41437, -22.47312
7.931, -74.0503, -143.725, 33.8146, 5.849, 287.41475, -22.47308
7.931, -74.0499, -143.729, 33.8228, 5.858, 287.41512, -22.47304
7.931, -74.0497, -143.731, 33.8261, 5.853, 287.41528, -22.47302
7.932, -74.0494, -143.733, 33.8299, 5.866, 287.41550, -22.47300
7.932, -74.0489, -143.738, 33.8353, 5.873, 287.41589, -22.47295
7.932, -74.0486, -143.741, 33.8376, 5.873, 287.41617, -22.47292
7.932, -74.0485, -143.742, 33.8367, 5.875, 287.41624, -22.47291
7.933, -74.0479, -143.746, 33.8309, 5.878, 287.41663, -22.47287
7.933, -74.0474, -143.750, 33.8226, 5.880, 287.41700, -22.47283
7.933, -74.0469, -143.754, 33.8119, 5.878, 287.41733, -22.47279
7.933, -74.0468, -143.754, 33.8100, 5.885, 287.41738, -22.47279
7.934, -74.0459, -143.762, 33.7946, 5.878, 287.41775, -22.47275
7.934, -74.0459, -143.762, 33.7946, 5.890, 287.41776, -22.47275
7.934, -74.0455, -143.764, 33.7949, 5.895, 287.41814, -22.47270
7.934, -74.0451, -143.768, 33.8008, 5.897, 287.41851, -22.47266
7.934, -74.0450, -143.769, 33.8028, 5.888, 287.41858, -22.47266
7.935, -74.0445, -143.772, 33.8123, 5.902, 287.41889, -22.47262
7.935, -74.0445, -143.773, 33.8126, 5.900, 287.41890, -22.47262
